# BUSCO version is: 5.4.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
495175at33208	Duplicated	Avas.s004.g670.i1	218.4	181
495175at33208	Duplicated	Avas.s127.g1.i1	216.1	181
495207at33208	Complete	Avas.s001.g963.i1	206.5	250
495311at33208	Complete	Avas.s007.g295.i1	219.4	163
495329at33208	Missing
495389at33208	Complete	Avas.s006.g1062.i1	99.9	146
495605at33208	Complete	Avas.s002.g175.i1	353.3	223
495802at33208	Missing
495926at33208	Complete	Avas.s022.g501.i1	101.0	115
496070at33208	Complete	Avas.s009.g763.i1	73.4	150
496219at33208	Complete	Avas.s022.g203.i1	355.3	247
498535at33208	Complete	Avas.s005.g697.i1	319.3	204
500261at33208	Complete	Avas.s001.g1556.i1	236.5	271
500808at33208	Missing
501396at33208	Missing
501546at33208	Complete	Avas.s001.g1580.i1	74.1	139
501788at33208	Complete	Avas.s006.g277.i1	119.6	155
502128at33208	Missing
502407at33208	Complete	Avas.s007.g509.i1	217.7	173
502429at33208	Complete	Avas.s014.g116.i1	175.9	175
502584at33208	Missing
502691at33208	Complete	Avas.s001.g1907.i1	321.4	204
503333at33208	Complete	Avas.s003.g414.i1	424.8	267
503828at33208	Missing
504207at33208	Duplicated	Avas.s003.g333.i1	371.7	293
504207at33208	Duplicated	Avas.s087.g3.i1	366.6	293
504292at33208	Complete	Avas.s006.g808.i1	208.8	178
504691at33208	Missing
504731at33208	Complete	Avas.s012.g359.i1	332.7	237
504912at33208	Fragmented	Avas.s004.g57.i1	44.6	83
505248at33208	Complete	Avas.s010.g557.i1	179.7	167
505718at33208	Complete	Avas.s001.g1978.i1	54.1	74
508188at33208	Complete	Avas.s008.g521.i1	248.2	253
508379at33208	Complete	Avas.s001.g1406.i1	133.3	131
508986at33208	Missing
509494at33208	Complete	Avas.s008.g578.i1	209.1	144
509816at33208	Complete	Avas.s012.g32.i1	102.1	144
510174at33208	Complete	Avas.s016.g408.i1	228.6	265
510522at33208	Complete	Avas.s014.g14.i1	164.0	195
510581at33208	Complete	Avas.s001.g1217.i1	276.5	229
511272at33208	Complete	Avas.s021.g278.i1	124.1	194
511386at33208	Complete	Avas.s003.g410.i1	240.0	487
511575at33208	Complete	Avas.s008.g740.i1	198.7	150
511668at33208	Complete	Avas.s005.g1033.i1	128.2	144
514121at33208	Complete	Avas.s020.g134.i1	219.1	193
514296at33208	Complete	Avas.s008.g699.i1	178.8	135
514565at33208	Complete	Avas.s011.g70.i1	213.9	188
514675at33208	Complete	Avas.s004.g615.i1	128.1	194
514698at33208	Complete	Avas.s001.g908.i1	164.8	156
514724at33208	Complete	Avas.s003.g305.i1	77.8	140
514727at33208	Complete	Avas.s001.g919.i1	30.9	167
514740at33208	Complete	Avas.s005.g850.i1	200.7	175
514834at33208	Complete	Avas.s005.g1032.i1	116.3	200
514892at33208	Complete	Avas.s011.g504.i1	300.3	203
515058at33208	Duplicated	Avas.s020.g224.i1	349.6	353
515058at33208	Duplicated	Avas.s020.g261.i1	343.6	341
515377at33208	Duplicated	Avas.s014.g138.i1	142.5	182
515377at33208	Duplicated	Avas.s006.g1039.i1	139.3	192
515410at33208	Complete	Avas.s011.g102.i1	171.0	149
515425at33208	Duplicated	Avas.s009.g533.i1	154.8	186
515425at33208	Duplicated	Avas.s004.g559.i1	146.1	200
515425at33208	Duplicated	Avas.s004.g541.i1	145.4	200
515528at33208	Complete	Avas.s006.g581.i1	122.6	269
515640at33208	Complete	Avas.s013.g302.i1	308.5	195
516078at33208	Complete	Avas.s015.g250.i1	253.5	231
516321at33208	Complete	Avas.s021.g254.i1	186.7	135
516481at33208	Complete	Avas.s008.g159.i1	99.4	170
516659at33208	Missing
516716at33208	Complete	Avas.s004.g746.i1	273.0	311
517311at33208	Duplicated	Avas.s001.g1814.i1	199.3	155
517311at33208	Duplicated	Avas.s013.g353.i1	182.6	155
517525at33208	Complete	Avas.s015.g187.i1	339.6	269
517686at33208	Complete	Avas.s002.g51.i1	126.7	98
517968at33208	Complete	Avas.s004.g41.i1	130.1	106
518288at33208	Complete	Avas.s006.g485.i1	325.1	290
518569at33208	Complete	Avas.s018.g254.i1	225.7	305
518635at33208	Complete	Avas.s012.g65.i1	274.9	348
519030at33208	Complete	Avas.s007.g204.i1	72.0	126
519303at33208	Complete	Avas.s011.g92.i1	321.4	346
519777at33208	Complete	Avas.s021.g355.i1	122.3	248
520011at33208	Complete	Avas.s022.g73.i1	121.1	159
521343at33208	Complete	Avas.s009.g534.i1	65.2	142
522886at33208	Complete	Avas.s016.g10.i1	182.0	235
522988at33208	Missing
523206at33208	Complete	Avas.s004.g30.i1	111.7	140
523376at33208	Missing
523534at33208	Complete	Avas.s001.g1412.i1	193.4	148
524148at33208	Missing
524165at33208	Missing
524322at33208	Complete	Avas.s021.g327.i1	108.1	128
525542at33208	Duplicated	Avas.s008.g729.i1	158.5	173
525542at33208	Duplicated	Avas.s014.g587.i1	155.9	166
525888at33208	Complete	Avas.s005.g379.i1	185.2	153
526074at33208	Complete	Avas.s021.g330.i1	240.7	160
526487at33208	Complete	Avas.s004.g182.i1	307.0	181
526673at33208	Missing
526839at33208	Missing
527406at33208	Complete	Avas.s021.g370.i1	320.7	275
528325at33208	Complete	Avas.s008.g722.i1	257.3	157
529092at33208	Complete	Avas.s007.g777.i1	114.6	95
529093at33208	Complete	Avas.s007.g127.i1	314.0	201
529708at33208	Missing
529852at33208	Complete	Avas.s008.g643.i1	98.5	136
530431at33208	Missing
532406at33208	Complete	Avas.s021.g116.i1	259.0	191
532693at33208	Complete	Avas.s005.g569.i1	229.4	224
532728at33208	Complete	Avas.s001.g1816.i1	123.7	130
532930at33208	Complete	Avas.s005.g365.i1	65.1	149
533666at33208	Complete	Avas.s001.g2147.i1	83.7	169
533690at33208	Complete	Avas.s015.g296.i1	217.0	181
534172at33208	Missing
534206at33208	Complete	Avas.s016.g158.i1	123.5	215
534312at33208	Complete	Avas.s014.g132.i1	194.0	122
534757at33208	Missing
534808at33208	Complete	Avas.s011.g531.i1	311.9	276
535268at33208	Complete	Avas.s001.g1984.i1	242.8	174
535367at33208	Complete	Avas.s001.g1523.i1	203.3	215
535524at33208	Complete	Avas.s005.g749.i1	233.2	160
535650at33208	Complete	Avas.s012.g69.i1	259.2	164
535664at33208	Complete	Avas.s022.g295.i1	95.0	98
535782at33208	Complete	Avas.s007.g498.i1	206.8	163
535806at33208	Complete	Avas.s005.g710.i1	132.4	132
536251at33208	Complete	Avas.s003.g71.i1	145.7	126
537470at33208	Complete	Avas.s005.g1161.i1	236.8	155
537548at33208	Complete	Avas.s008.g419.i1	216.5	174
537718at33208	Complete	Avas.s004.g334.i1	127.2	214
537923at33208	Duplicated	Avas.s002.g390.i1	216.3	151
537923at33208	Duplicated	Avas.s002.g774.i1	216.3	151
537923at33208	Duplicated	Avas.s036.g2.i1	216.3	151
538442at33208	Complete	Avas.s021.g197.i1	161.0	150
539043at33208	Complete	Avas.s014.g71.i1	180.7	144
539215at33208	Missing
539234at33208	Complete	Avas.s008.g3.i1	151.8	130
539360at33208	Complete	Avas.s001.g1210.i1	153.4	164
539600at33208	Complete	Avas.s014.g316.i1	172.5	144
540193at33208	Complete	Avas.s023.g31.i1	120.1	148
541231at33208	Complete	Avas.s005.g316.i1	40.4	181
541260at33208	Complete	Avas.s007.g763.i1	108.7	82
541421at33208	Complete	Avas.s014.g142.i1	167.3	161
543124at33208	Complete	Avas.s001.g1854.i1	258.9	250
543269at33208	Complete	Avas.s008.g573.i1	140.2	162
544546at33208	Fragmented	Avas.s001.g2255.i1	80.7	86
544849at33208	Missing
544919at33208	Complete	Avas.s001.g890.i1	78.9	251
545063at33208	Complete	Avas.s011.g640.i1	115.1	216
545389at33208	Complete	Avas.s020.g300.i1	228.8	166
545641at33208	Complete	Avas.s007.g432.i1	162.6	121
545744at33208	Complete	Avas.s018.g111.i1	103.2	92
545889at33208	Complete	Avas.s013.g309.i1	116.9	133
546305at33208	Fragmented	Avas.s005.g252.i1	75.7	84
546751at33208	Complete	Avas.s022.g171.i1	214.8	174
547099at33208	Missing
547341at33208	Complete	Avas.s008.g605.i1	157.6	169
547766at33208	Complete	Avas.s011.g307.i1	199.0	151
548327at33208	Complete	Avas.s005.g205.i1	111.5	108
548444at33208	Complete	Avas.s005.g926.i1	167.2	246
548732at33208	Complete	Avas.s006.g257.i1	190.9	133
549156at33208	Complete	Avas.s004.g476.i1	217.8	137
549988at33208	Missing
551166at33208	Complete	Avas.s020.g24.i1	151.7	100
551620at33208	Fragmented	Avas.s005.g366.i1	73.8	147
551632at33208	Complete	Avas.s003.g709.i1	198.5	183
551831at33208	Complete	Avas.s010.g601.i1	218.4	194
552201at33208	Complete	Avas.s007.g834.i1	284.0	178
552359at33208	Complete	Avas.s015.g251.i1	118.4	114
552764at33208	Complete	Avas.s007.g815.i1	287.8	169
552949at33208	Missing
553411at33208	Missing
553585at33208	Complete	Avas.s022.g206.i1	253.3	202
554010at33208	Complete	Avas.s001.g922.i1	275.0	196
554815at33208	Missing
555162at33208	Complete	Avas.s010.g316.i1	207.5	144
555390at33208	Complete	Avas.s011.g690.i1	172.2	124
555538at33208	Complete	Avas.s023.g149.i1	111.7	122
556039at33208	Missing
556189at33208	Complete	Avas.s014.g210.i1	129.4	168
556337at33208	Duplicated	Avas.s004.g540.i1	202.7	124
556337at33208	Duplicated	Avas.s004.g558.i1	202.6	124
556445at33208	Fragmented	Avas.s023.g47.i1	31.7	65
556461at33208	Missing
556510at33208	Complete	Avas.s005.g933.i1	146.5	137
556587at33208	Complete	Avas.s001.g1914.i1	78.6	99
556750at33208	Complete	Avas.s020.g433.i1	88.0	112
556925at33208	Complete	Avas.s008.g51.i1	59.3	116
557292at33208	Complete	Avas.s018.g17.i1	221.7	183
557596at33208	Complete	Avas.s010.g586.i1	283.8	177
557694at33208	Missing
557834at33208	Complete	Avas.s009.g439.i1	239.5	328
557962at33208	Complete	Avas.s005.g187.i1	219.4	217
558368at33208	Complete	Avas.s001.g1370.i1	233.6	176
558385at33208	Missing
558552at33208	Complete	Avas.s001.g1372.i1	210.7	124
558791at33208	Complete	Avas.s003.g367.i1	198.1	124
558897at33208	Complete	Avas.s018.g108.i1	163.2	148
558933at33208	Complete	Avas.s013.g43.i1	184.3	178
559146at33208	Missing
559501at33208	Complete	Avas.s010.g170.i1	221.8	216
559576at33208	Missing
559732at33208	Fragmented	Avas.s008.g692.i1	23.7	43
559883at33208	Complete	Avas.s001.g1829.i1	151.0	157
560453at33208	Complete	Avas.s001.g2116.i1	241.2	143
560566at33208	Missing
560584at33208	Complete	Avas.s015.g182.i1	114.7	86
560694at33208	Complete	Avas.s001.g1724.i1	256.7	206
561054at33208	Complete	Avas.s013.g270.i1	158.7	126
561248at33208	Complete	Avas.s001.g1531.i1	78.6	167
561417at33208	Complete	Avas.s001.g2092.i1	154.0	124
561688at33208	Complete	Avas.s007.g584.i1	163.4	162
561878at33208	Complete	Avas.s014.g216.i1	182.4	215
561943at33208	Complete	Avas.s003.g397.i1	314.5	243
562780at33208	Complete	Avas.s014.g629.i1	194.3	161
563084at33208	Fragmented	Avas.s021.g205.i1	26.8	26
563358at33208	Complete	Avas.s005.g700.i1	120.4	104
563359at33208	Complete	Avas.s003.g361.i1	70.7	168
563426at33208	Complete	Avas.s001.g1986.i1	227.9	221
563679at33208	Complete	Avas.s001.g1386.i1	100.2	100
563832at33208	Complete	Avas.s008.g377.i1	74.0	132
564234at33208	Complete	Avas.s015.g248.i1	155.8	144
564286at33208	Complete	Avas.s009.g138.i1	188.3	115
565053at33208	Complete	Avas.s022.g61.i1	125.6	140
566026at33208	Fragmented	Avas.s009.g233.i1	100.0	131
566116at33208	Complete	Avas.s005.g939.i1	284.2	215
566262at33208	Complete	Avas.s003.g1002.i1	122.8	101
566447at33208	Complete	Avas.s005.g373.i1	118.7	157
566527at33208	Complete	Avas.s007.g336.i1	185.4	185
566916at33208	Fragmented	Avas.s005.g1047.i1	32.7	47
567650at33208	Missing
567750at33208	Complete	Avas.s005.g1009.i1	109.2	89
567809at33208	Complete	Avas.s015.g326.i1	180.5	116
568022at33208	Complete	Avas.s016.g396.i1	179.4	151
568170at33208	Missing
568839at33208	Complete	Avas.s001.g1221.i1	120.8	187
568949at33208	Missing
569294at33208	Complete	Avas.s021.g332.i1	124.4	119
569303at33208	Missing
569812at33208	Missing
569878at33208	Fragmented	Avas.s004.g22.i1	143.5	151
570262at33208	Complete	Avas.s006.g711.i1	209.3	174
570646at33208	Complete	Avas.s001.g1056.i1	136.2	137
570717at33208	Complete	Avas.s005.g955.i1	205.8	169
571149at33208	Complete	Avas.s014.g52.i1	65.1	86
571944at33208	Missing
572074at33208	Complete	Avas.s001.g2223.i1	126.8	178
572434at33208	Complete	Avas.s019.g168.i1	195.0	189
572463at33208	Complete	Avas.s022.g186.i1	209.8	193
572754at33208	Complete	Avas.s013.g314.i1	124.9	124
572845at33208	Complete	Avas.s008.g554.i1	222.2	157
573203at33208	Complete	Avas.s014.g99.i1	185.7	294
573237at33208	Complete	Avas.s005.g797.i1	225.5	184
573313at33208	Duplicated	Avas.s007.g235.i1	240.9	499
573313at33208	Duplicated	Avas.s007.g780.i1	226.5	957
573313at33208	Duplicated	Avas.s014.g592.i1	218.9	549
574311at33208	Complete	Avas.s001.g1553.i1	38.0	76
575360at33208	Missing
576633at33208	Complete	Avas.s013.g107.i1	256.5	169
576938at33208	Missing
576997at33208	Missing
577068at33208	Complete	Avas.s007.g508.i1	154.5	192
577339at33208	Missing
577929at33208	Missing
578354at33208	Complete	Avas.s016.g297.i1	193.4	127
578582at33208	Complete	Avas.s016.g495.i1	180.6	137
578684at33208	Complete	Avas.s001.g1579.i1	137.5	193
578726at33208	Complete	Avas.s003.g206.i1	188.1	173
578734at33208	Complete	Avas.s013.g31.i1	141.7	189
578959at33208	Complete	Avas.s022.g31.i1	106.0	111
579029at33208	Complete	Avas.s002.g18.i1	59.1	125
580062at33208	Complete	Avas.s023.g167.i1	134.6	166
580288at33208	Complete	Avas.s021.g319.i1	209.4	116
580851at33208	Complete	Avas.s002.g239.i1	33.9	91
580896at33208	Missing
581006at33208	Complete	Avas.s008.g817.i1	77.0	121
581475at33208	Complete	Avas.s021.g331.i1	89.4	124
581543at33208	Complete	Avas.s001.g2157.i1	103.4	155
581547at33208	Complete	Avas.s009.g412.i1	233.3	151
581621at33208	Complete	Avas.s019.g239.i1	290.8	159
581717at33208	Complete	Avas.s014.g94.i1	142.4	198
581779at33208	Complete	Avas.s010.g364.i1	121.7	189
582265at33208	Complete	Avas.s005.g321.i1	185.6	155
582341at33208	Complete	Avas.s010.g157.i1	186.6	103
582473at33208	Complete	Avas.s001.g1486.i1	202.2	157
582823at33208	Missing
582951at33208	Missing
583626at33208	Missing
584023at33208	Complete	Avas.s021.g522.i1	149.2	195
584333at33208	Missing
584373at33208	Complete	Avas.s005.g947.i1	33.0	54
585078at33208	Duplicated	Avas.s022.g117.i1	60.8	72
585078at33208	Duplicated	Avas.s022.g104.i1	59.9	72
585232at33208	Complete	Avas.s023.g72.i1	99.4	129
585305at33208	Missing
585313at33208	Complete	Avas.s008.g371.i1	234.3	186
585656at33208	Complete	Avas.s005.g361.i1	139.4	145
585726at33208	Complete	Avas.s012.g40.i1	138.2	172
585809at33208	Complete	Avas.s005.g529.i1	126.6	210
586156at33208	Complete	Avas.s006.g442.i1	115.5	115
586310at33208	Complete	Avas.s020.g359.i1	145.3	163
586690at33208	Complete	Avas.s001.g1490.i1	145.0	109
586719at33208	Complete	Avas.s001.g1149.i1	197.6	127
587399at33208	Complete	Avas.s001.g2163.i1	69.2	97
587407at33208	Complete	Avas.s001.g1892.i1	141.7	163
587513at33208	Complete	Avas.s008.g652.i1	213.4	255
587688at33208	Missing
587958at33208	Duplicated	Avas.s003.g648.i1	164.3	82
587958at33208	Duplicated	Avas.s003.g665.i1	164.3	82
589773at33208	Complete	Avas.s014.g397.i1	51.3	64
589901at33208	Complete	Avas.s007.g824.i1	244.2	356
590221at33208	Complete	Avas.s001.g2021.i1	71.3	94
590347at33208	Missing
590416at33208	Complete	Avas.s019.g184.i1	208.5	174
590470at33208	Complete	Avas.s001.g1115.i1	146.9	189
591316at33208	Fragmented	Avas.s021.g536.i1	111.2	82
591391at33208	Missing
591498at33208	Complete	Avas.s005.g675.i1	41.5	153
592087at33208	Complete	Avas.s007.g147.i1	161.2	145
592094at33208	Complete	Avas.s007.g490.i1	179.9	165
592759at33208	Complete	Avas.s005.g860.i1	211.2	181
592872at33208	Complete	Avas.s001.g1303.i1	161.6	140
594172at33208	Complete	Avas.s016.g241.i1	238.7	119
594271at33208	Complete	Avas.s002.g706.i1	65.8	101
594842at33208	Complete	Avas.s005.g953.i1	129.6	121
594937at33208	Complete	Avas.s001.g1251.i1	34.4	94
595010at33208	Complete	Avas.s020.g157.i1	248.4	258
595316at33208	Complete	Avas.s008.g661.i1	163.4	131
595404at33208	Complete	Avas.s007.g819.i1	138.7	107
595858at33208	Complete	Avas.s016.g216.i1	273.3	297
596131at33208	Complete	Avas.s006.g996.i1	128.8	101
596973at33208	Missing
597023at33208	Complete	Avas.s003.g974.i1	90.3	130
597816at33208	Complete	Avas.s002.g217.i1	112.0	143
598405at33208	Complete	Avas.s001.g965.i1	135.8	92
598944at33208	Complete	Avas.s001.g2227.i1	131.9	281
599320at33208	Complete	Avas.s004.g303.i1	126.5	94
600462at33208	Complete	Avas.s008.g153.i1	105.7	185
600823at33208	Complete	Avas.s001.g1815.i1	95.4	137
601242at33208	Complete	Avas.s010.g606.i1	115.7	112
601650at33208	Complete	Avas.s013.g424.i1	113.0	109
601768at33208	Missing
601875at33208	Missing
601886at33208	Missing
601967at33208	Duplicated	Avas.s019.g141.i1	101.3	128
601967at33208	Duplicated	Avas.s019.g141.i2	101.3	128
602089at33208	Missing
602148at33208	Complete	Avas.s008.g170.i1	82.9	105
602587at33208	Complete	Avas.s007.g576.i1	78.4	69
603239at33208	Missing
603370at33208	Complete	Avas.s005.g1026.i1	175.9	123
603609at33208	Complete	Avas.s015.g256.i1	80.4	112
603673at33208	Complete	Avas.s008.g289.i1	155.2	112
604211at33208	Complete	Avas.s046.g1.i1	126.8	161
604943at33208	Complete	Avas.s005.g1034.i1	120.2	101
605189at33208	Fragmented	Avas.s008.g828.i1	63.8	54
606048at33208	Complete	Avas.s005.g1082.i1	127.9	121
606539at33208	Complete	Avas.s004.g506.i1	140.9	114
606748at33208	Complete	Avas.s001.g1527.i1	92.7	83
606776at33208	Fragmented	Avas.s022.g78.i1	42.0	77
606795at33208	Missing
606958at33208	Complete	Avas.s005.g464.i1	107.9	108
607862at33208	Complete	Avas.s011.g648.i1	106.2	115
608011at33208	Missing
608074at33208	Complete	Avas.s004.g479.i1	122.6	129
608190at33208	Complete	Avas.s016.g225.i1	74.9	97
608669at33208	Missing
608869at33208	Complete	Avas.s021.g372.i1	113.6	104
608924at33208	Complete	Avas.s002.g15.i1	144.3	118
609899at33208	Complete	Avas.s007.g390.i1	91.2	113
610427at33208	Complete	Avas.s007.g837.i1	100.2	97
610541at33208	Missing
611258at33208	Complete	Avas.s008.g569.i1	199.2	181
611279at33208	Complete	Avas.s016.g228.i1	164.3	182
611373at33208	Complete	Avas.s021.g279.i1	108.5	93
611891at33208	Complete	Avas.s003.g501.i1	45.8	79
612760at33208	Complete	Avas.s006.g582.i1	123.1	82
612825at33208	Fragmented	Avas.s009.g252.i1	91.1	102
613522at33208	Missing
613580at33208	Complete	Avas.s020.g240.i1	132.0	454
613851at33208	Complete	Avas.s015.g498.i1	78.6	107
614305at33208	Missing
615531at33208	Complete	Avas.s005.g701.i1	81.0	84
615585at33208	Complete	Avas.s016.g194.i1	93.0	84
615840at33208	Missing
616120at33208	Complete	Avas.s003.g18.i1	88.7	103
616149at33208	Complete	Avas.s009.g682.i1	69.1	79
616613at33208	Complete	Avas.s020.g384.i1	131.7	79
616716at33208	Complete	Avas.s001.g964.i1	160.5	121
617020at33208	Complete	Avas.s002.g96.i1	189.2	184
617441at33208	Complete	Avas.s011.g624.i1	156.7	79
617522at33208	Complete	Avas.s023.g173.i1	68.2	89
617667at33208	Complete	Avas.s004.g246.i1	95.8	80
618339at33208	Complete	Avas.s008.g304.i1	101.6	80
618421at33208	Missing
618516at33208	Complete	Avas.s010.g307.i1	128.6	139
618986at33208	Complete	Avas.s021.g444.i1	124.4	117
619250at33208	Missing
619326at33208	Complete	Avas.s005.g479.i1	142.6	90
619415at33208	Complete	Avas.s001.g995.i1	114.6	139
620546at33208	Complete	Avas.s003.g207.i1	101.5	122
620753at33208	Complete	Avas.s008.g248.i1	97.0	130
621585at33208	Complete	Avas.s006.g387.i1	105.0	105
621808at33208	Complete	Avas.s005.g266.i1	155.2	81
622156at33208	Complete	Avas.s009.g475.i1	120.1	118
622172at33208	Fragmented	Avas.s001.g1959.i1	41.4	93
622270at33208	Complete	Avas.s022.g156.i1	176.9	95
622461at33208	Complete	Avas.s002.g130.i1	118.5	104
622560at33208	Complete	Avas.s013.g537.i1	162.3	136
623138at33208	Complete	Avas.s018.g50.i1	51.9	90
623324at33208	Complete	Avas.s064.g3.i1	194.3	117
623444at33208	Complete	Avas.s001.g65.i1	132.8	160
623995at33208	Missing
625077at33208	Complete	Avas.s014.g643.i1	110.2	100
625091at33208	Missing
625769at33208	Complete	Avas.s018.g105.i1	119.2	91
628082at33208	Complete	Avas.s005.g473.i1	146.8	74
628231at33208	Missing
628247at33208	Complete	Avas.s014.g479.i1	100.2	83
629763at33208	Complete	Avas.s020.g404.i1	103.1	61
630073at33208	Missing
631107at33208	Fragmented	Avas.s018.g24.i1	94.1	90
631173at33208	Complete	Avas.s014.g718.i1	50.3	91
631196at33208	Complete	Avas.s015.g548.i1	89.7	130
631662at33208	Complete	Avas.s003.g11.i1	115.0	83
631767at33208	Missing
631798at33208	Missing
631811at33208	Complete	Avas.s002.g17.i1	88.9	141
632234at33208	Complete	Avas.s020.g175.i1	171.4	102
632472at33208	Complete	Avas.s004.g133.i1	78.0	95
632566at33208	Complete	Avas.s005.g951.i1	182.8	151
633007at33208	Missing
633282at33208	Missing
633619at33208	Missing
634446at33208	Complete	Avas.s001.g1860.i1	123.2	78
634447at33208	Complete	Avas.s005.g952.i1	122.0	89
636041at33208	Complete	Avas.s022.g154.i1	89.7	91
636070at33208	Complete	Avas.s013.g310.i1	45.1	81
636300at33208	Complete	Avas.s008.g721.i1	131.9	73
636423at33208	Complete	Avas.s006.g262.i1	31.6	78
637971at33208	Missing
638541at33208	Missing
639252at33208	Complete	Avas.s011.g501.i1	92.3	104
640187at33208	Missing
640349at33208	Complete	Avas.s020.g374.i1	66.6	72
641073at33208	Missing
641257at33208	Complete	Avas.s022.g224.i1	75.2	107
642323at33208	Complete	Avas.s008.g121.i1	56.3	56
642552at33208	Missing
642773at33208	Missing
643380at33208	Complete	Avas.s013.g434.i1	72.9	81
643883at33208	Missing
643954at33208	Missing
644034at33208	Complete	Avas.s010.g38.i1	66.0	50
648300at33208	Missing
649979at33208	Complete	Avas.s015.g305.i1	91.7	98
