SeqName	ortholog_cluster_id	Gene.Name	EggNOG.Description	E.Value	Bit.Score	Best.Tax.Level	EC.Codes	n_GO	GOs	GO.Names	KEGG.KO	KEGG.Pathway	Description	Length	e.Value	GO.IDs	GO.mes	Enzyme.Codes	Enzyme.mes	InterPro.IDs	InterPro.GO.IDs	InterPro.GO.mes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Avas.s007.g499.i1	paralog_cluster_00242	MAPKAPK5	stress-induced premature senescence	2.5e-60	239.2	Metazoa	EC:2.7.11.1	28	F:GO:0002039; P:GO:0032147; P:GO:1900006; P:GO:0007265; P:GO:0007166; P:GO:1901796; P:GO:0006417; P:GO:0065008; P:GO:0060999; C:GO:0032156; C:GO:0005654; P:GO:1904355; P:GO:0032007; C:GO:0032991; F:GO:0005516; P:GO:0032212; F:GO:0051019; F:GO:0009931; F:GO:0004708; P:GO:0043406; P:GO:0018105; P:GO:0045666; P:GO:0046777; P:GO:0090400; F:GO:0004683; P:GO:0051973; P:GO:0050769; C:GO:0005829	F:calmodulin-dependent protein kinase activity; P:positive regulation of dendritic spine development; C:cytosol; P:protein autophosphorylation; F:p53 binding; P:regulation of signal transduction by p53 class mediator; P:positive regulation of telomerase activity; P:peptidyl-serine phosphorylation; P:positive regulation of telomere capping; C:nucleoplasm; F:calmodulin binding; P:positive regulation of neuron differentiation; P:Ras protein signal transduction; F:mitogen-activated protein kinase binding; P:positive regulation of dendrite development; P:stress-induced premature senescence; P:positive regulation of telomere maintenance via telomerase; P:positive regulation of neurogenesis; P:cell surface receptor signaling pathway; F:calcium-dependent protein serine/threonine kinase activity; P:negative regulation of TOR signaling; C:septin cytoskeleton; F:MAP kinase kinase activity; P:positive regulation of MAP kinase activity; P:regulation of biological quality; P:activation of protein kinase activity; C:protein-containing complex; P:regulation of translation	K04442	map04010	MAPK5_HUMAN | MAP kinase-activated protein kinase 5 OS=Homo sapiens OX=9606 GN=MAPKAPK5 PE=1 SV=2	299	6.2e-59	P:GO:0002224; P:GO:0006417; P:GO:0006954; P:GO:0006974; P:GO:0007265; P:GO:0018105; P:GO:0032007; P:GO:0032212; P:GO:0032496; P:GO:0032675; P:GO:0032760; P:GO:0034097; P:GO:0035095; P:GO:0035924; P:GO:0038066; P:GO:0044351; P:GO:0046777; P:GO:0048010; P:GO:0048691; P:GO:0048839; P:GO:0048841; P:GO:0051973; P:GO:0060999; P:GO:0090400; P:GO:1904355; P:GO:1905606; P:GO:1905870; F:GO:0002039; F:GO:0004674; F:GO:0004712; F:GO:0051019; C:GO:0005654; C:GO:0005813; C:GO:0005829; C:GO:0032156; C:GO:0032991; C:GO:0045202	P:toll-like receptor sigling pathway; P:regulation of translation; P:inflammatory response; P:cellular response to D damage stimulus; P:Ras protein sigl transduction; P:peptidyl-serine phosphorylation; P:negative regulation of TOR sigling; P:positive regulation of telomere maintence via telomerase; P:response to lipopolysaccharide; P:regulation of interleukin-6 production; P:positive regulation of tumor necrosis factor production; P:response to cytokine; P:behavioral response to nicotine; P:cellular response to vascular endothelial growth factor stimulus; P:p38MAPK cascade; P:macropinocytosis; P:protein autophosphorylation; P:vascular endothelial growth factor receptor sigling pathway; P:positive regulation of axon extension involved in regeneration; P:inner ear development; P:regulation of axon extension involved in axon guidance; P:positive regulation of telomerase activity; P:positive regulation of dendritic spine development; P:stress-induced premature senescence; P:positive regulation of telomere capping; P:regulation of presypse assembly; P:positive regulation of 3'-UTR-mediated mR stabilization; F:p53 binding; F:protein serine/threonine kise activity; F:protein serine/threonine/tyrosine kise activity; F:mitogen-activated protein kise binding; C:nucleoplasm; C:centrosome; C:cytosol; C:septin cytoskeleton; C:protein-containing complex; C:sypse	EC:2.7.12.1	Dual-specificity kise	IPR000719 (PFAM); IPR017441 (PROSITE_PATTERNS); IPR008271 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kise activity; F:ATP binding	92.1675590020562	2.14873555202695	0.404022155685041	5.318360693323	1.04706341880521e-07	5.38217359270194e-06
Avas.s007.g506.i1	paralog_cluster_06248	NA	Filamin C, gamma	4.3e-149	535.8	Bilateria	NA	1	F:GO:0003779	F:actin binding	K04437	map04010, map04510, map05132, map05205	FL_DROME | Filamin-A OS=Drosophila melanogaster OX=7227 GN=cher PE=1 SV=2	991	1.3e-140	P:GO:0000904; P:GO:0002009; P:GO:0002064; P:GO:0006950; P:GO:0007015; P:GO:0007301; P:GO:0007399; P:GO:0007610; P:GO:0009892; P:GO:0009966; P:GO:0010033; P:GO:0016477; P:GO:0016482; P:GO:0019219; P:GO:0032989; P:GO:0034330; P:GO:0034613; P:GO:0034765; P:GO:0042330; P:GO:0043467; P:GO:0044087; P:GO:0045595; P:GO:0048513; P:GO:0048523; P:GO:0048584; P:GO:0051094; P:GO:0051240; P:GO:0051495; P:GO:0055001; P:GO:0060255; P:GO:0065008; P:GO:0090257; P:GO:0120035; P:GO:0140694; P:GO:1901700; P:GO:2000026; F:GO:0005102; F:GO:0008092; F:GO:0019899; F:GO:0044877; C:GO:0005634; C:GO:0005886; C:GO:0015629; C:GO:0030017; C:GO:0030054; C:GO:0035324; C:GO:0043005; C:GO:0099738	P:cell morphogenesis involved in differentiation; P:morphogenesis of an epithelium; P:epithelial cell development; P:response to stress; P:actin filament organization; P:female germline ring cal formation; P:nervous system development; P:behavior; P:negative regulation of metabolic process; P:regulation of sigl transduction; P:response to organic substance; P:cell migration; P:cytosolic transport; P:regulation of nucleobase-containing compound metabolic process; P:cellular component morphogenesis; P:cell junction organization; P:cellular protein localization; P:regulation of ion transmembrane transport; P:taxis; P:regulation of generation of precursor metabolites and energy; P:regulation of cellular component biogenesis; P:regulation of cell differentiation; P:animal organ development; P:negative regulation of cellular process; P:positive regulation of response to stimulus; P:positive regulation of developmental process; P:positive regulation of multicellular organismal process; P:positive regulation of cytoskeleton organization; P:muscle cell development; P:regulation of macromolecule metabolic process; P:regulation of biological quality; P:regulation of muscle system process; P:regulation of plasma membrane bounded cell projection organization; P:non-membrane-bounded organelle assembly; P:response to oxygen-containing compound; P:regulation of multicellular organismal development; F:sigling receptor binding; F:cytoskeletal protein binding; F:enzyme binding; F:protein-containing complex binding; C:nucleus; C:plasma membrane; C:actin cytoskeleton; C:sarcomere; C:cell junction; C:female germline ring cal; C:neuron projection; C:cell cortex region			IPR001715 (PFAM); IPR017868 (PFAM); IPR001589 (PROSITE_PATTERNS); IPR001715 (PROSITE_PROFILES); IPR001715 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding	1121.65671573429	1.16663186448817	0.209873134314337	5.55874799459016	2.7171667915317e-08	1.57253584564581e-06
Avas.s007.g595.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	297	NA					IPR008160 (PFAM)	no GO terms	no GO terms	8072.0164856375	2.65391698561583	0.264087167078954	10.0493977612414	9.24305521692939e-24	2.56399164457202e-21
Avas.s007.g679.i1	paralog_cluster_00591	NA	calcium ion transmembrane transport	3.9e-09	70.9	Eukaryota	NA	NA	NA	NA	NA	NA	------	1006	NA					IPR002110 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding	72.9703770342529	-3.64368798873103	0.648921494042827	-5.61499044519329	1.96573107093534e-08	1.17135730371403e-06
Avas.s007.g759.i1	homolog_cluster_12539	fak	signal complex assembly	3.3e-06	59.3	Metazoa	EC:2.7.10.2	17	F:GO:0005102; P:GO:0007010; P:GO:0030154; C:GO:0061177; P:GO:0043407; C:GO:0061176; P:GO:0042127; F:GO:0004715; P:GO:0038083; P:GO:0042059; P:GO:0045886; C:GO:0031234; C:GO:0005622; P:GO:0045087; C:GO:0005912; P:GO:0032507; C:GO:0005925	C:type Is terminal bouton; P:negative regulation of MAP kinase activity; P:cell differentiation; C:extrinsic component of cytoplasmic side of plasma membrane; P:cytoskeleton organization; F:signaling receptor binding; C:adherens junction; P:regulation of cell population proliferation; C:focal adhesion; P:maintenance of protein location in cell; C:type Ib terminal bouton; C:intracellular anatomical structure; F:non-membrane spanning protein tyrosine kinase activity; P:negative regulation of synaptic assembly at neuromuscular junction; P:innate immune response; P:negative regulation of epidermal growth factor receptor signaling pathway; P:peptidyl-tyrosine autophosphorylation	K05725	map01522, map04012, map04062, map04151, map04360, map04370, map04510, map04670, map04810, map05100, map05146, map05165, map05200, map05202, map05205, map05222, map05418	------	279	NA					IPR005189 (PFAM)	P:GO:0006468; P:GO:0007172; F:GO:0004713; C:GO:0005925	P:protein phosphorylation; P:sigl complex assembly; F:protein tyrosine kise activity; C:focal adhesion	654.451683879292	1.9035651534611	0.207300027297207	9.18265751471395	4.20581269572592e-20	8.90359479757031e-18
Avas.s007.g766.i1	NA	COL1A1	Collagen alpha-1(I)	1.4e-18	102.8	Afrotheria	NA	58	P:GO:0010812; F:GO:0005201; P:GO:0007605; P:GO:0048706; P:GO:0007601; P:GO:0038063; P:GO:0060351; P:GO:0044344; C:GO:0005615; P:GO:2000112; P:GO:0034505; P:GO:0032964; P:GO:0034504; P:GO:0070208; P:GO:0030199; P:GO:0051591; P:GO:0031960; P:GO:0009410; P:GO:0060346; P:GO:0071260; P:GO:1902618; P:GO:0071306; P:GO:0043589; F:GO:0048407; P:GO:0071300; P:GO:0050900; C:GO:0030141; P:GO:2000026; P:GO:0030168; P:GO:0010718; P:GO:0001568; P:GO:0071230; P:GO:0042542; C:GO:0005794; P:GO:0043434; P:GO:0071356; P:GO:0001649; P:GO:0045893; P:GO:0050776; P:GO:0032355; P:GO:0010628; P:GO:0071364; P:GO:0071560; P:GO:0060325; P:GO:0055093; P:GO:0009636; C:GO:0005584; P:GO:0090263; P:GO:0046677; F:GO:0042802; P:GO:0015031; P:GO:0001957; C:GO:0005788; P:GO:0001958; P:GO:0015833; F:GO:0002020; P:GO:0044691; P:GO:0030335	P:cellular response to transforming growth factor beta stimulus; P:response to estradiol; P:blood vessel development; C:extracellular space; P:peptide transport; P:cellular response to tumor necrosis factor; P:face morphogenesis; P:protein localization to nucleus; P:positive regulation of cell migration; P:intramembranous ossification; P:osteoblast differentiation; P:cellular response to fluoride; P:collagen biosynthetic process; P:skin morphogenesis; P:cellular response to mechanical stimulus; P:cartilage development involved in endochondral bone morphogenesis; P:response to hyperoxia; P:cellular response to vitamin E; P:sensory perception of sound; F:extracellular matrix structural constituent; P:collagen fibril organization; P:response to antibiotic; P:embryonic skeletal system development; P:positive regulation of canonical Wnt signaling pathway; P:platelet activation; F:protease binding; P:bone trabecula formation; F:platelet-derived growth factor binding; P:response to hydrogen peroxide; P:cellular response to fibroblast growth factor stimulus; P:regulation of cellular macromolecule biosynthetic process; C:endoplasmic reticulum lumen; P:response to toxic substance; P:collagen-activated tyrosine kinase receptor signaling pathway; P:positive regulation of epithelial to mesenchymal transition; C:collagen type I trimer; P:negative regulation of cell-substrate adhesion; P:tooth eruption; P:cellular response to epidermal growth factor stimulus; F:identical protein binding; P:response to cAMP; P:response to corticosteroid; P:protein transport; C:secretory granule; P:protein heterotrimerization; P:cellular response to amino acid stimulus; P:regulation of multicellular organismal development; P:positive regulation of gene expression; P:leukocyte migration; P:response to xenobiotic stimulus; P:regulation of immune response; P:endochondral ossification; P:tooth mineralization; P:visual perception; P:cellular response to retinoic acid; P:response to peptide hormone; C:Golgi apparatus; P:positive regulation of transcription, DNA-templated	K06236	map04151, map04510, map04512, map04611, map04926, map04933, map04974, map05146, map05165	CO5A2_MOUSE | Collagen alpha-2(V) chain OS=Mus musculus OX=10090 GN=Col5a2 PE=1 SV=1	1535	6.3e-14	P:GO:0009987; P:GO:0048731; C:GO:0031012	P:cellular process; P:system development; C:extracellular matrix			IPR000885 (PFAM); IPR008160 (PFAM); IPR000885 (PROSITE_PROFILES)	F:GO:0005201	F:extracellular matrix structural constituent	108.127716546309	2.94376541968517	0.369949340825007	7.95721223105958	1.75958748370609e-15	2.72211567551416e-13
Avas.s007.g798.i1	paralog_cluster_00306	Mkk4	Protein tyrosine kinase	4e-65	255.8	Paraneoptera	EC:2.7.12.2	12	P:GO:0007346; P:GO:0042981; P:GO:0048082; P:GO:0007564; P:GO:0032147; F:GO:0004674; P:GO:0048666; C:GO:0030424; P:GO:0043507; P:GO:0046330; F:GO:0004708; C:GO:0005737	P:positive regulation of JUN kinase activity; F:MAP kinase kinase activity; P:activation of protein kinase activity; P:positive regulation of JNK cascade; P:regulation of apoptotic process; C:cytoplasm; P:regulation of chitin-based cuticle tanning; P:regulation of mitotic cell cycle; P:neuron development; F:protein serine/threonine kinase activity; C:axon; P:regulation of adult chitin-containing cuticle pigmentation	K04430	map04010, map04012, map04013, map04620, map04664, map04668, map04912, map04926, map05120, map05142, map05161, map05164, map05166, map05167, map05169, map05418	MP2K2_XENLA | Dual specificity mitogen-activated protein kinase kinase 2 (Fragment) OS=Xenopus laevis OX=8355 GN=map2k2 PE=1 SV=1	465	3.8e-63	P:GO:0001649; P:GO:0001817; P:GO:0006954; P:GO:0007254; P:GO:0008582; P:GO:0034393; P:GO:0035331; P:GO:0035924; P:GO:0038095; P:GO:0043406; P:GO:0043536; P:GO:0045893; P:GO:0048691; P:GO:0060048; P:GO:0060348; P:GO:0071260; P:GO:0090398; P:GO:0120163; P:GO:1900745; P:GO:2000672; F:GO:0008545; F:GO:0019211; F:GO:0031435; F:GO:0042802; F:GO:0043539; C:GO:0005654; C:GO:0005829	P:osteoblast differentiation; P:regulation of cytokine production; P:inflammatory response; P:JNK cascade; P:regulation of syptic assembly at neuromuscular junction; P:positive regulation of smooth muscle cell apoptotic process; P:negative regulation of hippo sigling; P:cellular response to vascular endothelial growth factor stimulus; P:Fc-epsilon receptor sigling pathway; P:positive regulation of MAP kise activity; P:positive regulation of blood vessel endothelial cell migration; P:positive regulation of transcription, D-templated; P:positive regulation of axon extension involved in regeneration; P:cardiac muscle contraction; P:bone development; P:cellular response to mechanical stimulus; P:cellular senescence; P:negative regulation of cold-induced thermogenesis; P:positive regulation of p38MAPK cascade; P:negative regulation of motor neuron apoptotic process; F:JUN kise kise activity; F:phosphatase activator activity; F:mitogen-activated protein kise kise kise binding; F:identical protein binding; F:protein serine/threonine kise activator activity; C:nucleoplasm; C:cytosol	EC:2.7.12.1; EC:2.7.12.2	Dual-specificity kise; Mitogen-activated protein kise kise	IPR000719 (PFAM); IPR008271 (PROSITE_PATTERNS); IPR017441 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kise activity; F:ATP binding	974.165176970175	2.96006953922219	0.435047216158302	6.80401903352279	1.01740088249525e-11	1.01042980237444e-09
Avas.s007.g813.i1	paralog_cluster_08747	CTBS	chitinase activity	1.3e-40	174.1	Bilateria	NA	7	F:GO:0004568; P:GO:0042178; F:GO:0008061; P:GO:0009313; C:GO:0005576; C:GO:0005764; P:GO:0006032	F:chitin binding; P:oligosaccharide catabolic process; C:extracellular region; P:chitin catabolic process; F:chitinase activity; P:xenobiotic catabolic process; C:lysosome	K12310	NA	DIAC_MOUSE | Di-N-acetylchitobiase OS=Mus musculus OX=10090 GN=Ctbs PE=1 SV=2	381	3.1e-39	P:GO:0071704; F:GO:0016798	P:organic substance metabolic process; F:hydrolase activity, acting on glycosyl bonds	EC:3.2	Glycosylases	IPR001223 (PFAM); IPR001223 (PROSITE_PROFILES)	P:GO:0005975	P:carbohydrate metabolic process	1599.83237568896	-1.5474354708216	0.234539548538287	-6.59775922852089	4.17418423113368e-11	3.92739474238069e-09
Avas.s007.g814.i1	homolog_cluster_12555	GREB1L	GREB1-like protein	1.1e-113	419.1	Afrotheria	NA	NA	NA	NA	NA	NA	GRB1L_HUMAN | GREB1-like protein OS=Homo sapiens OX=9606 GN=GREB1L PE=1 SV=2	1866	8.8e-111	P:GO:0001822; P:GO:0035295	P:kidney development; P:tube development			IPR028422 (PFAM)	no GO terms	no GO terms	131.100065034197	1.70256843559353	0.277171223068578	6.14265946061895	8.11511419081151e-10	6.0446329729614e-08
Avas.s007.g848.i1	paralog_cluster_00059	TUA1	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	6.3e-92	344.7	Brassicales	NA	4	P:GO:0007017; C:GO:0005886; C:GO:0005856; C:GO:0005829	C:cytoskeleton; P:microtubule-based process; C:cytosol; C:plasma membrane	K07374	map04145, map04210, map04530, map04540, map05130	TBA1_ARATH | Tubulin alpha-1 chain OS=Arabidopsis thalia OX=3702 GN=TUBA1 PE=2 SV=1	448	3.4e-93	P:GO:0007010; P:GO:0007017; P:GO:0007059; F:GO:0000166; F:GO:0005200; F:GO:0005515; C:GO:0005737; C:GO:0005813; C:GO:0005874	P:cytoskeleton organization; P:microtubule-based process; P:chromosome segregation; F:nucleotide binding; F:structural constituent of cytoskeleton; F:protein binding; C:cytoplasm; C:centrosome; C:microtubule			IPR003008 (PFAM); IPR018316 (PFAM); IPR017975 (PROSITE_PATTERNS)	P:GO:0007017; F:GO:0003924; F:GO:0005525; C:GO:0005874	P:microtubule-based process; F:GTPase activity; F:GTP binding; C:microtubule	917.34724894615	1.73350013719948	0.357572306873526	4.84797089673005	1.24730693707769e-06	5.19894334472615e-05
Avas.s007.g862.i1	paralog_cluster_08752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	430	NA					no IPS match	no IPS match	no IPS match	616.351720734666	2.5318467807596	0.349841402242746	7.23712735121845	4.58287783374447e-13	5.46177196052702e-11
Avas.s007.g866.i1	paralog_cluster_00633	NA	Competence protein ComEC	4.8e-15	89.4	Eukaryota	NA	NA	NA	NA	NA	NA	------	450	NA					no IPS match	no IPS match	no IPS match	215.851054205509	2.54226475820378	0.300112658469199	8.47103474798846	2.43222663582667e-17	4.39686453301295e-15
Avas.s008.g47.i1	NA	RYBP	Yaf2/RYBP C-terminal binding motif	0.089	42.7	Nematocera	NA	5	F:GO:0003677; P:GO:0031146; P:GO:0043066; C:GO:0016604; P:GO:0050777	P:negative regulation of immune response; P:negative regulation of apoptotic process; P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process; C:nuclear body; F:DNA binding	K11468	NA	------	78	NA					IPR033774 (PFAM)	no GO terms	no GO terms	129.624040247353	2.42852934162015	0.413155265978408	5.87800650651048	4.15236601956438e-09	2.73800888888407e-07
Avas.s008.g130.i1	homolog_cluster_12616	NA	Domain of unknown function (DUF4062)	2.4e-120	440.7	Bilateria	NA	NA	NA	NA	NA	NA	Y7407_DICDI | TPR repeat-containing protein DDB_G0287407 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0287407 PE=4 SV=1	1301	1.6e-82	P:GO:0007018; P:GO:0007283; P:GO:0051179; F:GO:0005515; C:GO:0005856; C:GO:0043227; C:GO:0120025	P:microtubule-based movement; P:spermatogenesis; P:localization; F:protein binding; C:cytoskeleton; C:membrane-bounded organelle; C:plasma membrane bounded cell projection			IPR025139 (PFAM); PF13424 (PFAM); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding	218.477219381515	1.10703522163436	0.214222705678971	5.16768387424505	2.37012750238867e-07	1.1281947155601e-05
Avas.s008.g149.i1	paralog_cluster_01318	NA	voltage-gated chloride channel activity	3.6e-167	595.5	Metazoa	NA	NA	NA	NA	K05012	NA	CLCN5_CAVPO | H(+)/Cl(-) exchange transporter 5 OS=Cavia porcellus OX=10141 GN=CLCN5 PE=2 SV=1	794	1e-161	P:GO:0006821; P:GO:0016192; P:GO:0048388; P:GO:0060249; P:GO:0098660; F:GO:0005247; F:GO:0015297; F:GO:0030165; F:GO:0042802; F:GO:0072320; C:GO:0005765; C:GO:0005769; C:GO:0005770; C:GO:0005789; C:GO:0005794; C:GO:0009897; C:GO:0010008; C:GO:0016324; C:GO:0030285; C:GO:0055037; C:GO:0060077; C:GO:0098978; C:GO:0099055	P:chloride transport; P:vesicle-mediated transport; P:endosomal lumen acidification; P:atomical structure homeostasis; P:inorganic ion transmembrane transport; F:voltage-gated chloride channel activity; F:antiporter activity; F:PDZ domain binding; F:identical protein binding; F:volume-sensitive chloride channel activity; C:lysosomal membrane; C:early endosome; C:late endosome; C:endoplasmic reticulum membrane; C:Golgi apparatus; C:exterl side of plasma membrane; C:endosome membrane; C:apical plasma membrane; C:integral component of syptic vesicle membrane; C:recycling endosome; C:inhibitory sypse; C:glutamatergic sypse; C:integral component of postsyptic membrane	EC:7	Translocases	IPR000644 (PFAM); IPR001807 (PFAM); IPR000644 (PROSITE_PROFILES)	P:GO:0006821; P:GO:0055085; F:GO:0005247; C:GO:0016020	P:chloride transport; P:transmembrane transport; F:voltage-gated chloride channel activity; C:membrane	118.942597697559	3.201851022421	0.590711466227681	5.420329899584	5.94891527016693e-08	3.21181536180254e-06
Avas.s008.g161.i1	homolog_cluster_12630	FZD7	Wnt-activated receptor activity	1.8e-12	80.9	Bilateria	NA	30	P:GO:0010976; F:GO:0004930; P:GO:1902669; P:GO:0008356; P:GO:0007367; P:GO:0007464; P:GO:0007186; P:GO:0007507; F:GO:0042813; P:GO:0035293; P:GO:0045773; P:GO:0010770; P:GO:0045198; P:GO:0016318; P:GO:0035159; P:GO:0060070; P:GO:0007435; P:GO:0002066; P:GO:0007298; P:GO:0007156; P:GO:0032231; P:GO:0045746; P:GO:0045666; F:GO:0017147; P:GO:0016360; P:GO:0035320; C:GO:0005887; P:GO:0035567; P:GO:0035206; P:GO:0050921	P:regulation of hemocyte proliferation; P:segment polarity determination; F:Wnt-activated receptor activity; P:chitin-based larval cuticle pattern formation; P:sensory organ precursor cell fate determination; P:positive regulation of axon extension; F:G protein-coupled receptor activity; P:imaginal disc-derived wing hair site selection; P:negative regulation of Notch signaling pathway; P:establishment of epithelial cell apical/basal polarity; P:border follicle cell migration; P:heart development; P:positive regulation of neuron projection development; P:columnar/cuboidal epithelial cell development; P:R3/R4 cell fate commitment; P:salivary gland morphogenesis; P:positive regulation of neuron differentiation; C:integral component of plasma membrane; P:positive regulation of cell morphogenesis involved in differentiation; P:positive regulation of chemotaxis; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:G protein-coupled receptor signaling pathway; P:non-canonical Wnt signaling pathway; P:canonical Wnt signaling pathway; P:regulation of actin filament bundle assembly; P:asymmetric cell division; F:Wnt-protein binding; P:positive regulation of axon guidance; P:ommatidial rotation; P:regulation of tube length, open tracheal system	K02235,K02432	map04150, map04310, map04390, map04550, map04916, map04934, map05165, map05166, map05200, map05205, map05217, map05224, map05225, map05226	------	483	NA					IPR000539 (PFAM); IPR017981 (PROSITE_PROFILES)	P:GO:0007166; F:GO:0004888; C:GO:0016020; C:GO:0016021	P:cell surface receptor sigling pathway; F:transmembrane sigling receptor activity; C:membrane; C:integral component of membrane	501.27690289469	2.03995596059078	0.362404390599845	5.62894935465402	1.81310620371424e-08	1.08442623463042e-06
Avas.s008.g167.i1	homolog_cluster_12633	NA	acetyltransferases and hydrolases with the alpha beta hydrolase fold	1e-58	235	Gammaproteobacteria	NA	NA	NA	NA	NA	NA	CMF_DICDI | Conditioned medium factor OS=Dictyostelium discoideum OX=44689 GN=cmfA PE=1 SV=2	667	4.4e-44	P:GO:0010468; P:GO:0031152; P:GO:0045597; C:GO:0005615	P:regulation of gene expression; P:aggregation involved in sorocarp development; P:positive regulation of cell differentiation; C:extracellular space			no IPS match	no IPS match	no IPS match	190.607032911188	3.67480965152843	0.429186442787802	8.56226871393821	1.10667893884553e-17	2.02333607353247e-15
Avas.s008.g236.i1	homolog_cluster_12660	UGCG	dihydroceramide glucosyltransferase activity	8.3e-60	238	Vertebrata	EC:2.4.1.80	8	P:GO:0008544; P:GO:0046479; C:GO:0000139; P:GO:0043066; C:GO:0098791; C:GO:0005789; P:GO:0006679; F:GO:0008120	P:glycosphingolipid catabolic process; C:Golgi apparatus subcompartment; P:negative regulation of apoptotic process; P:glucosylceramide biosynthetic process; F:ceramide glucosyltransferase activity; C:Golgi membrane; C:endoplasmic reticulum membrane; P:epidermis development	K00720	map00600, map01100	CEGTB_XENLA | Ceramide glucosyltransferase-B OS=Xenopus laevis OX=8355 GN=ugcg-b PE=2 SV=1	447	7.6e-61	P:GO:0006687; P:GO:0008544; P:GO:0030154; P:GO:0043588; P:GO:0044249; P:GO:0050794; P:GO:1901566; F:GO:0008120; C:GO:0000139; C:GO:0016021	P:glycosphingolipid metabolic process; P:epidermis development; P:cell differentiation; P:skin development; P:cellular biosynthetic process; P:regulation of cellular process; P:organonitrogen compound biosynthetic process; F:ceramide glucosyltransferase activity; C:Golgi membrane; C:integral component of membrane	EC:2.4.1.80	Ceramide glucosyltransferase	IPR025993 (PFAM)	F:GO:0016757	F:glycosyltransferase activity	971.085848313734	2.81528247608025	0.364181140679017	7.73044554375096	1.07170828179086e-14	1.46124699540111e-12
Avas.s008.g238.i1	paralog_cluster_05034	NA	Lipid phosphate phosphohydrolase	3.6e-33	149.1	Metazoa	EC:3.1.3.4	NA	NA	NA	K01080	map00561, map00564, map00565, map00600, map01100, map01110, map04072, map04666, map04975, map05231	WUN_DROME | Putative phosphatidate phosphatase OS=Drosophila melanogaster OX=7227 GN=wun PE=1 SV=2	322	1.7e-25	P:GO:0006665; P:GO:0006796; P:GO:0007165; P:GO:0008354; P:GO:0009605; P:GO:0048856; P:GO:0070887; F:GO:0042577; C:GO:0005768; C:GO:0005886; C:GO:0045177	P:sphingolipid metabolic process; P:phosphate-containing compound metabolic process; P:sigl transduction; P:germ cell migration; P:response to exterl stimulus; P:atomical structure development; P:cellular response to chemical stimulus; F:lipid phosphatase activity; C:endosome; C:plasma membrane; C:apical part of cell	EC:3.1.3	Acting on ester bonds	IPR000326 (PFAM)	no GO terms	no GO terms	260.274182057776	2.85170144402284	0.313324712415287	9.10142523403368	8.91540888107401e-20	1.8389745318923e-17
Avas.s008.g241.i1	homolog_cluster_12662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	484	NA					no IPS match	no IPS match	no IPS match	210.146066664601	2.43468589856965	0.352818409011233	6.90067705195091	5.17552713574317e-12	5.37219716690141e-10
Avas.s008.g477.i1	paralog_cluster_04550	NA	transferase activity, transferring acyl groups other than amino-acyl groups	1.8e-21	110.2	Insecta	NA	NA	NA	NA	NA	NA	------	310	NA					IPR007130 (PFAM)	F:GO:0008374	F:O-acyltransferase activity	160.679127072789	2.29179103254532	0.373841466343329	6.13038209742251	8.76682657209789e-10	6.4406151926248e-08
Avas.s008.g483.i1	paralog_cluster_00562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	379	NA					no IPS match	no IPS match	no IPS match	38.7445270857643	3.94576900378285	0.589450427806908	6.69397937068833	2.17182047815473e-11	2.10496504054407e-09
Avas.s008.g547.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	301	NA					no IPS match	no IPS match	no IPS match	39.3159939936598	-2.43150858826754	0.456978062275342	-5.32084314104884	1.03287431845756e-07	5.32625477873836e-06
