GID;CHROMOSOME
Avas.s004.g757.i1;1
Avas.s004.g758.i1;1
Avas.s004.g759.i1;1
Avas.s004.g760.i1;1
Avas.s004.g762.i1;1
Avas.s004.g765.i1;1
Avas.s004.g767.i1;1
Avas.s004.g768.i1;1
Avas.s004.g770.i1;1
Avas.s004.g774.i1;1
Avas.s004.g776.i1;1
Avas.s004.g799.i1;1
Avas.s004.g800.i1;1
Avas.s004.g802.i1;1
Avas.s004.g809.i1;1
Avas.s004.g810.i1;1
Avas.s004.g811.i1;1
Avas.s004.g815.i1;1
Avas.s004.g835.i1;1
Avas.s004.g843.i1;1
Avas.s004.g853.i1;1
Avas.s004.g856.i1;1
Avas.s004.g879.i1;1
Avas.s004.g882.i1;1
Avas.s004.g884.i1;1
Avas.s004.g889.i1;1
Avas.s004.g892.i1;1
Avas.s004.g900.i1;1
Avas.s004.g901.i1;1
Avas.s004.g902.i1;1
Avas.s004.g906.i1;1
Avas.s004.g907.i1;1
Avas.s004.g913.i1;1
Avas.s004.g913.i2;1
Avas.s004.g915.i1;1
Avas.s004.g917.i1;1
Avas.s004.g919.i1;1
Avas.s004.g923.i1;1
Avas.s004.g924.i1;1
Avas.s004.g925.i1;1
Avas.s004.g926.i1;1
Avas.s004.g927.i1;1
Avas.s004.g931.i1;1
Avas.s004.g933.i1;1
Avas.s004.g934.i1;1
Avas.s004.g940.i1;1
Avas.s004.g941.i1;1
Avas.s004.g945.i2;1
Avas.s004.g945.i1;1
Avas.s004.g948.i1;1
Avas.s004.g949.i1;1
Avas.s004.g950.i1;1
Avas.s004.g951.i1;1
Avas.s004.g953.i1;1
Avas.s004.g956.i1;1
Avas.s004.g958.i1;1
Avas.s004.g960.i1;1
Avas.s004.g961.i1;1
Avas.s004.g962.i1;1
Avas.s004.g963.i1;1
Avas.s004.g965.i1;1
Avas.s004.g966.i1;1
Avas.s004.g967.i1;1
Avas.s004.g970.i1;1
Avas.s004.g976.i1;1
Avas.s004.g977.i1;1
Avas.s004.g990.i1;1
Avas.s004.g992.i1;1
Avas.s004.g993.i1;1
Avas.s004.g996.i1;1
Avas.s004.g997.i1;1
Avas.s004.g1000.i1;1
Avas.s004.g1007.i1;1
Avas.s004.g1009.i1;1
Avas.s004.g1013.i1;1
Avas.s004.g1016.i1;1
Avas.s004.g1032.i1;1
Avas.s004.g1035.i1;1
Avas.s004.g1038.i1;1
Avas.s004.g1054.i1;1
Avas.s004.g1056.i1;1
Avas.s004.g1057.i1;1
Avas.s004.g1071.i1;1
Avas.s004.g1078.i1;1
Avas.s004.g1078.i2;1
Avas.s004.g1081.i1;1
Avas.s004.g1082.i1;1
Avas.s004.g1085.i1;1
Avas.s004.g1086.i1;1
Avas.s004.g1091.i1;1
Avas.s004.g1095.i1;1
Avas.s005.g9.i1;1
Avas.s005.g11.i1;1
Avas.s005.g17.i1;1
Avas.s005.g25.i1;1
Avas.s005.g32.i1;1
Avas.s005.g39.i1;1
Avas.s005.g75.i1;1
Avas.s005.g81.i1;1
Avas.s005.g87.i1;1
Avas.s005.g95.i1;1
Avas.s005.g96.i1;1
Avas.s005.g102.i1;1
Avas.s005.g108.i1;1
Avas.s005.g113.i1;1
Avas.s005.g115.i1;1
Avas.s005.g121.i1;1
Avas.s005.g123.i1;1
Avas.s005.g125.i2;1
Avas.s005.g135.i1;1
Avas.s005.g141.i1;1
Avas.s005.g144.i1;1
Avas.s005.g152.i1;1
Avas.s005.g153.i1;1
Avas.s005.g161.i1;1
Avas.s005.g167.i1;1
Avas.s005.g168.i1;1
Avas.s005.g170.i1;1
Avas.s005.g172.i1;1
Avas.s005.g175.i1;1
Avas.s005.g179.i1;1
Avas.s005.g181.i1;1
Avas.s005.g182.i1;1
Avas.s005.g183.i1;1
Avas.s005.g184.i1;1
Avas.s005.g186.i1;1
Avas.s005.g187.i1;1
Avas.s005.g191.i1;1
Avas.s005.g192.i1;1
Avas.s005.g193.i1;1
Avas.s005.g196.i1;1
Avas.s005.g199.i1;1
Avas.s005.g200.i1;1
Avas.s005.g201.i1;1
Avas.s005.g204.i1;1
Avas.s005.g205.i1;1
Avas.s005.g208.i1;1
Avas.s005.g210.i1;1
Avas.s005.g211.i1;1
Avas.s005.g215.i1;1
Avas.s005.g217.i1;1
Avas.s005.g220.i1;1
Avas.s005.g221.i1;1
Avas.s005.g222.i1;1
Avas.s005.g225.i1;1
Avas.s005.g226.i1;1
Avas.s005.g227.i1;1
Avas.s005.g228.i1;1
Avas.s005.g229.i1;1
Avas.s005.g231.i1;1
Avas.s005.g232.i1;1
Avas.s005.g235.i1;1
Avas.s005.g242.i1;1
Avas.s005.g244.i1;1
Avas.s005.g248.i1;1
Avas.s005.g249.i1;1
Avas.s005.g252.i1;1
Avas.s005.g255.i1;1
Avas.s005.g257.i1;1
Avas.s005.g769.i1;1
Avas.s005.g258.i1;1
Avas.s005.g260.i1;1
Avas.s005.g263.i1;1
Avas.s005.g266.i1;1
Avas.s005.g268.i1;1
Avas.s005.g276.i1;1
Avas.s005.g281.i1;1
Avas.s005.g282.i1;1
Avas.s005.g287.i1;1
Avas.s005.g290.i1;1
Avas.s005.g291.i1;1
Avas.s005.g296.i1;1
Avas.s005.g297.i1;1
Avas.s005.g298.i1;1
Avas.s005.g303.i1;1
Avas.s005.g304.i1;1
Avas.s005.g308.i1;1
Avas.s005.g307.i1;1
Avas.s005.g309.i1;1
Avas.s005.g310.i1;1
Avas.s005.g313.i1;1
Avas.s005.g314.i1;1
Avas.s005.g315.i1;1
Avas.s005.g317.i1;1
Avas.s005.g319.i1;1
Avas.s005.g320.i1;1
Avas.s005.g321.i1;1
Avas.s005.g322.i1;1
Avas.s005.g323.i1;1
Avas.s005.g331.i1;1
Avas.s005.g332.i1;1
Avas.s005.g333.i1;1
Avas.s005.g338.i1;1
Avas.s005.g340.i1;1
Avas.s005.g341.i1;1
Avas.s005.g343.i1;1
Avas.s005.g345.i1;1
Avas.s005.g346.i1;1
Avas.s005.g349.i1;1
Avas.s005.g352.i1;1
Avas.s005.g353.i1;1
Avas.s005.g354.i1;1
Avas.s005.g362.i1;1
Avas.s005.g363.i1;1
Avas.s005.g364.i1;1
Avas.s005.g365.i1;1
Avas.s005.g366.i1;1
Avas.s005.g368.i1;1
Avas.s005.g369.i1;1
Avas.s005.g370.i1;1
Avas.s005.g371.i1;1
Avas.s005.g373.i1;1
Avas.s005.g374.i1;1
Avas.s005.g377.i1;1
Avas.s005.g378.i1;1
Avas.s005.g380.i1;1
Avas.s005.g381.i1;1
Avas.s005.g383.i1;1
Avas.s005.g384.i1;1
Avas.s005.g385.i1;1
Avas.s005.g386.i1;1
Avas.s005.g387.i1;1
Avas.s005.g388.i1;1
Avas.s005.g389.i1;1
Avas.s005.g390.i1;1
Avas.s005.g392.i1;1
Avas.s005.g398.i1;1
Avas.s005.g403.i1;1
Avas.s005.g404.i1;1
Avas.s005.g405.i1;1
Avas.s005.g407.i1;1
Avas.s005.g408.i1;1
Avas.s005.g409.i1;1
Avas.s005.g410.i1;1
Avas.s005.g411.i1;1
Avas.s005.g412.i1;1
Avas.s005.g415.i1;1
Avas.s005.g416.i1;1
Avas.s005.g418.i1;1
Avas.s005.g417.i1;1
Avas.s005.g420.i1;1
Avas.s005.g423.i1;1
Avas.s005.g424.i1;1
Avas.s005.g426.i1;1
Avas.s005.g428.i1;1
Avas.s005.g432.i1;1
Avas.s005.g433.i1;1
Avas.s005.g434.i1;1
Avas.s005.g435.i1;1
Avas.s005.g436.i1;1
Avas.s005.g438.i1;1
Avas.s005.g439.i1;1
Avas.s005.g440.i1;1
Avas.s005.g441.i1;1
Avas.s005.g442.i1;1
Avas.s005.g443.i1;1
Avas.s005.g444.i1;1
Avas.s005.g449.i1;1
Avas.s005.g450.i1;1
Avas.s005.g451.i1;1
Avas.s005.g455.i1;1
Avas.s005.g456.i1;1
Avas.s005.g458.i1;1
Avas.s005.g459.i1;1
Avas.s005.g460.i1;1
Avas.s005.g462.i1;1
Avas.s005.g464.i1;1
Avas.s005.g466.i1;1
Avas.s005.g468.i1;1
Avas.s005.g469.i1;1
Avas.s005.g470.i1;1
Avas.s005.g471.i1;1
Avas.s005.g473.i1;1
Avas.s005.g475.i1;1
Avas.s005.g476.i1;1
Avas.s005.g477.i1;1
Avas.s005.g478.i1;1
Avas.s005.g479.i1;1
Avas.s005.g480.i1;1
Avas.s005.g481.i1;1
Avas.s005.g484.i1;1
Avas.s005.g485.i1;1
Avas.s005.g487.i1;1
Avas.s005.g489.i1;1
Avas.s005.g494.i1;1
Avas.s005.g497.i1;1
Avas.s005.g498.i1;1
Avas.s005.g500.i1;1
Avas.s005.g501.i1;1
Avas.s005.g502.i1;1
Avas.s005.g503.i1;1
Avas.s005.g506.i1;1
Avas.s005.g508.i1;1
Avas.s005.g509.i1;1
Avas.s005.g510.i1;1
Avas.s005.g512.i1;1
Avas.s005.g516.i1;1
Avas.s005.g521.i1;1
Avas.s005.g522.i1;1
Avas.s005.g523.i1;1
Avas.s005.g525.i1;1
Avas.s005.g529.i1;1
Avas.s005.g530.i1;1
Avas.s005.g531.i1;1
Avas.s005.g533.i1;1
Avas.s005.g537.i1;1
Avas.s005.g539.i1;1
Avas.s005.g540.i1;1
Avas.s005.g541.i1;1
Avas.s005.g542.i1;1
Avas.s005.g544.i1;1
Avas.s005.g546.i1;1
Avas.s005.g545.i1;1
Avas.s005.g547.i1;1
Avas.s005.g548.i1;1
Avas.s005.g549.i1;1
Avas.s005.g551.i1;1
Avas.s005.g552.i1;1
Avas.s005.g553.i1;1
Avas.s005.g554.i1;1
Avas.s005.g556.i1;1
Avas.s005.g557.i1;1
Avas.s005.g559.i1;1
Avas.s005.g560.i1;1
Avas.s005.g561.i1;1
Avas.s005.g565.i1;1
Avas.s005.g566.i1;1
Avas.s005.g567.i1;1
Avas.s005.g568.i1;1
Avas.s005.g569.i1;1
Avas.s005.g574.i1;1
Avas.s005.g575.i1;1
Avas.s005.g576.i1;1
Avas.s005.g580.i1;1
Avas.s005.g581.i1;1
Avas.s005.g584.i1;1
Avas.s005.g586.i1;1
Avas.s005.g593.i1;1
Avas.s005.g596.i1;1
Avas.s005.g597.i1;1
Avas.s005.g598.i1;1
Avas.s005.g600.i1;1
Avas.s005.g601.i1;1
Avas.s005.g602.i1;1
Avas.s005.g603.i1;1
Avas.s005.g605.i1;1
Avas.s005.g606.i1;1
Avas.s005.g607.i1;1
Avas.s005.g608.i1;1
Avas.s005.g611.i1;1
Avas.s005.g613.i1;1
Avas.s005.g618.i1;1
Avas.s005.g619.i1;1
Avas.s005.g623.i1;1
Avas.s005.g624.i1;1
Avas.s005.g626.i1;1
Avas.s005.g634.i1;1
Avas.s005.g643.i1;1
Avas.s005.g645.i1;1
Avas.s005.g646.i1;1
Avas.s005.g647.i1;1
Avas.s005.g650.i1;1
Avas.s005.g651.i1;1
Avas.s005.g655.i1;1
Avas.s005.g661.i1;1
Avas.s005.g662.i1;1
Avas.s005.g664.i1;1
Avas.s005.g671.i1;1
Avas.s005.g672.i1;1
Avas.s005.g676.i1;1
Avas.s005.g678.i1;1
Avas.s005.g679.i1;1
Avas.s005.g682.i1;1
Avas.s005.g683.i1;1
Avas.s005.g685.i1;1
Avas.s005.g686.i1;1
Avas.s005.g688.i1;1
Avas.s005.g689.i1;1
Avas.s005.g690.i1;1
Avas.s005.g691.i1;1
Avas.s005.g692.i1;1
Avas.s005.g694.i1;1
Avas.s005.g697.i1;1
Avas.s005.g698.i1;1
Avas.s005.g700.i1;1
Avas.s005.g701.i1;1
Avas.s005.g705.i1;1
Avas.s005.g706.i2;1
Avas.s005.g706.i1;1
Avas.s005.g707.i1;1
Avas.s005.g709.i1;1
Avas.s005.g710.i1;1
Avas.s005.g711.i1;1
Avas.s005.g714.i1;1
Avas.s005.g716.i1;1
Avas.s005.g718.i1;1
Avas.s005.g719.i1;1
Avas.s005.g725.i1;1
Avas.s005.g726.i1;1
Avas.s005.g727.i1;1
Avas.s005.g728.i1;1
Avas.s005.g729.i1;1
Avas.s005.g730.i1;1
Avas.s005.g734.i1;1
Avas.s005.g737.i1;1
Avas.s005.g738.i1;1
Avas.s005.g739.i1;1
Avas.s005.g741.i1;1
Avas.s005.g744.i1;1
Avas.s005.g746.i1;1
Avas.s005.g747.i1;1
Avas.s005.g749.i1;1
Avas.s005.g750.i1;1
Avas.s005.g751.i1;1
Avas.s005.g752.i1;1
Avas.s005.g754.i1;1
Avas.s005.g755.i1;1
Avas.s005.g757.i1;1
Avas.s005.g758.i1;1
Avas.s005.g759.i1;1
Avas.s005.g760.i1;1
Avas.s005.g761.i1;1
Avas.s005.g763.i1;1
Avas.s005.g764.i1;1
Avas.s005.g766.i1;1
Avas.s005.g767.i1;1
Avas.s005.g768.i1;1
Avas.s005.g770.i1;1
Avas.s005.g771.i1;1
Avas.s005.g772.i1;1
Avas.s005.g773.i1;1
Avas.s005.g776.i1;1
Avas.s005.g781.i1;1
Avas.s005.g784.i1;1
Avas.s005.g785.i1;1
Avas.s005.g786.i1;1
Avas.s005.g790.i1;1
Avas.s005.g791.i1;1
Avas.s005.g792.i1;1
Avas.s005.g793.i1;1
Avas.s005.g794.i1;1
Avas.s005.g795.i1;1
Avas.s005.g797.i1;1
Avas.s005.g800.i1;1
Avas.s005.g799.i1;1
Avas.s005.g801.i1;1
Avas.s005.g804.i1;1
Avas.s005.g806.i1;1
Avas.s005.g807.i1;1
Avas.s005.g808.i1;1
Avas.s005.g809.i1;1
Avas.s005.g810.i1;1
Avas.s005.g814.i1;1
Avas.s005.g815.i1;1
Avas.s005.g816.i1;1
Avas.s005.g817.i1;1
Avas.s005.g818.i1;1
Avas.s005.g819.i1;1
Avas.s005.g820.i1;1
Avas.s005.g823.i1;1
Avas.s005.g824.i1;1
Avas.s005.g827.i1;1
Avas.s005.g828.i1;1
Avas.s005.g832.i1;1
Avas.s005.g833.i1;1
Avas.s005.g835.i1;1
Avas.s005.g840.i1;1
Avas.s005.g841.i1;1
Avas.s005.g843.i1;1
Avas.s005.g844.i1;1
Avas.s005.g846.i1;1
Avas.s005.g848.i1;1
Avas.s005.g849.i1;1
Avas.s005.g850.i1;1
Avas.s005.g852.i1;1
Avas.s005.g853.i1;1
Avas.s005.g854.i1;1
Avas.s005.g856.i1;1
Avas.s005.g859.i1;1
Avas.s005.g860.i1;1
Avas.s005.g861.i1;1
Avas.s005.g862.i1;1
Avas.s005.g863.i1;1
Avas.s005.g865.i1;1
Avas.s005.g867.i1;1
Avas.s005.g868.i1;1
Avas.s005.g872.i1;1
Avas.s005.g873.i1;1
Avas.s005.g874.i1;1
Avas.s005.g876.i1;1
Avas.s005.g877.i1;1
Avas.s005.g881.i1;1
Avas.s005.g882.i1;1
Avas.s005.g883.i1;1
Avas.s005.g884.i1;1
Avas.s005.g885.i1;1
Avas.s005.g886.i1;1
Avas.s005.g887.i1;1
Avas.s005.g888.i1;1
Avas.s005.g889.i1;1
Avas.s005.g890.i1;1
Avas.s005.g892.i1;1
Avas.s005.g893.i1;1
Avas.s005.g898.i1;1
Avas.s005.g899.i1;1
Avas.s005.g901.i1;1
Avas.s005.g904.i1;1
Avas.s005.g905.i1;1
Avas.s005.g906.i1;1
Avas.s005.g907.i1;1
Avas.s005.g908.i1;1
Avas.s005.g911.i1;1
Avas.s005.g912.i1;1
Avas.s005.g913.i1;1
Avas.s005.g914.i1;1
Avas.s005.g918.i1;1
Avas.s005.g919.i1;1
Avas.s005.g922.i1;1
Avas.s005.g924.i1;1
Avas.s005.g926.i1;1
Avas.s005.g929.i1;1
Avas.s005.g930.i1;1
Avas.s005.g931.i1;1
Avas.s005.g932.i1;1
Avas.s005.g933.i1;1
Avas.s005.g934.i1;1
Avas.s005.g935.i1;1
Avas.s005.g936.i1;1
Avas.s005.g937.i1;1
Avas.s005.g939.i1;1
Avas.s005.g940.i1;1
Avas.s005.g941.i1;1
Avas.s005.g942.i1;1
Avas.s005.g946.i1;1
Avas.s005.g950.i1;1
Avas.s005.g951.i1;1
Avas.s005.g952.i1;1
Avas.s005.g953.i1;1
Avas.s005.g955.i1;1
Avas.s005.g956.i1;1
Avas.s005.g957.i1;1
Avas.s005.g958.i1;1
Avas.s005.g962.i1;1
Avas.s005.g963.i1;1
Avas.s005.g972.i1;1
Avas.s005.g974.i1;1
Avas.s005.g975.i1;1
Avas.s005.g977.i1;1
Avas.s005.g979.i1;1
Avas.s005.g981.i1;1
Avas.s005.g982.i1;1
Avas.s005.g983.i1;1
Avas.s005.g984.i1;1
Avas.s005.g985.i1;1
Avas.s005.g986.i1;1
Avas.s005.g987.i1;1
Avas.s005.g988.i1;1
Avas.s005.g990.i1;1
Avas.s005.g992.i1;1
Avas.s005.g993.i1;1
Avas.s005.g995.i1;1
Avas.s005.g997.i1;1
Avas.s005.g999.i1;1
Avas.s005.g1000.i1;1
Avas.s005.g1002.i1;1
Avas.s005.g1003.i1;1
Avas.s005.g1005.i1;1
Avas.s005.g1006.i1;1
Avas.s005.g1007.i1;1
Avas.s005.g1009.i1;1
Avas.s005.g1010.i1;1
Avas.s005.g1011.i1;1
Avas.s005.g1015.i1;1
Avas.s005.g1014.i1;1
Avas.s005.g1016.i1;1
Avas.s005.g1017.i1;1
Avas.s005.g1018.i1;1
Avas.s005.g1019.i1;1
Avas.s005.g1020.i1;1
Avas.s005.g1023.i1;1
Avas.s005.g1025.i1;1
Avas.s005.g1026.i1;1
Avas.s005.g1027.i1;1
Avas.s005.g1028.i1;1
Avas.s005.g1031.i1;1
Avas.s005.g1032.i1;1
Avas.s005.g1033.i1;1
Avas.s005.g1034.i1;1
Avas.s005.g1035.i1;1
Avas.s005.g1036.i1;1
Avas.s005.g1038.i1;1
Avas.s005.g1039.i1;1
Avas.s005.g1040.i1;1
Avas.s005.g1042.i1;1
Avas.s005.g1043.i1;1
Avas.s005.g1044.i1;1
Avas.s005.g1045.i1;1
Avas.s005.g1046.i1;1
Avas.s005.g1053.i1;1
Avas.s005.g1054.i1;1
Avas.s005.g1057.i1;1
Avas.s005.g1236.i1;1
Avas.s005.g1059.i1;1
Avas.s005.g1060.i1;1
Avas.s005.g1062.i1;1
Avas.s005.g1067.i1;1
Avas.s005.g1071.i1;1
Avas.s005.g1072.i1;1
Avas.s005.g1073.i1;1
Avas.s005.g1077.i1;1
Avas.s005.g1079.i1;1
Avas.s005.g1080.i1;1
Avas.s005.g1082.i1;1
Avas.s005.g1087.i1;1
Avas.s005.g1089.i1;1
Avas.s005.g1090.i1;1
Avas.s005.g1091.i1;1
Avas.s005.g1093.i1;1
Avas.s005.g1095.i1;1
Avas.s005.g1098.i1;1
Avas.s005.g1099.i1;1
Avas.s005.g1100.i1;1
Avas.s005.g1101.i1;1
Avas.s005.g1102.i1;1
Avas.s005.g1107.i1;1
Avas.s005.g1108.i1;1
Avas.s005.g1110.i1;1
Avas.s005.g1114.i1;1
Avas.s005.g1115.i1;1
Avas.s005.g1116.i1;1
Avas.s005.g1117.i1;1
Avas.s005.g1120.i1;1
Avas.s005.g1121.i1;1
Avas.s005.g1124.i1;1
Avas.s005.g1126.i1;1
Avas.s005.g1127.i1;1
Avas.s005.g1128.i1;1
Avas.s005.g1129.i1;1
Avas.s005.g1130.i1;1
Avas.s005.g1131.i1;1
Avas.s005.g1133.i1;1
Avas.s005.g1132.i1;1
Avas.s005.g1135.i1;1
Avas.s005.g1137.i1;1
Avas.s005.g1138.i1;1
Avas.s005.g1139.i1;1
Avas.s005.g1142.i1;1
Avas.s005.g1147.i1;1
Avas.s005.g1149.i1;1
Avas.s005.g1151.i1;1
Avas.s005.g1153.i1;1
Avas.s005.g1155.i1;1
Avas.s005.g1157.i1;1
Avas.s005.g1161.i1;1
Avas.s005.g1162.i1;1
Avas.s005.g1167.i1;1
Avas.s005.g1168.i1;1
Avas.s005.g1169.i1;1
Avas.s005.g1172.i1;1
Avas.s005.g1174.i1;1
Avas.s005.g1175.i1;1
Avas.s005.g1178.i1;1
Avas.s005.g1179.i1;1
Avas.s005.g1180.i1;1
Avas.s005.g1181.i1;1
Avas.s005.g1183.i1;1
Avas.s005.g1184.i1;1
Avas.s005.g1185.i1;1
Avas.s005.g1190.i1;1
Avas.s005.g1191.i1;1
Avas.s005.g1192.i1;1
Avas.s005.g1193.i1;1
Avas.s005.g1196.i1;1
Avas.s005.g1210.i1;1
Avas.s005.g1217.i1;1
Avas.s005.g1222.i1;1
Avas.s005.g1225.i1;1
Avas.s005.g1233.i1;1
Avas.s006.g2.i1;1
Avas.s006.g3.i1;1
Avas.s006.g4.i1;1
Avas.s006.g5.i1;1
Avas.s006.g6.i1;1
Avas.s006.g9.i1;1
Avas.s006.g9.i2;1
Avas.s006.g20.i1;1
Avas.s006.g21.i1;1
Avas.s006.g22.i1;1
Avas.s006.g23.i1;1
Avas.s006.g24.i1;1
Avas.s006.g25.i1;1
Avas.s006.g26.i1;1
Avas.s006.g34.i1;1
Avas.s006.g37.i1;1
Avas.s006.g38.i1;1
Avas.s006.g41.i1;1
Avas.s006.g42.i1;1
Avas.s006.g44.i1;1
Avas.s006.g45.i1;1
Avas.s006.g48.i1;1
Avas.s006.g53.i1;1
Avas.s006.g54.i1;1
Avas.s006.g55.i1;1
Avas.s006.g57.i1;1
Avas.s006.g59.i1;1
Avas.s006.g82.i1;1
Avas.s006.g85.i2;1
Avas.s006.g85.i1;1
Avas.s006.g87.i1;1
Avas.s006.g89.i1;1
Avas.s006.g93.i1;1
Avas.s006.g94.i1;1
Avas.s006.g99.i1;1
Avas.s006.g100.i1;1
Avas.s006.g108.i1;1
Avas.s006.g115.i1;1
Avas.s006.g127.i1;1
Avas.s006.g132.i1;1
Avas.s006.g134.i1;1
Avas.s006.g135.i1;1
Avas.s006.g136.i1;1
Avas.s006.g137.i1;1
Avas.s006.g138.i1;1
Avas.s006.g139.i1;1
Avas.s006.g142.i1;1
Avas.s006.g143.i1;1
Avas.s006.g144.i1;1
Avas.s006.g145.i1;1
Avas.s006.g146.i1;1
Avas.s006.g147.i1;1
Avas.s006.g152.i1;1
Avas.s006.g151.i1;1
Avas.s006.g153.i1;1
Avas.s006.g155.i1;1
Avas.s006.g163.i1;1
Avas.s006.g170.i1;1
Avas.s006.g180.i1;1
Avas.s006.g197.i1;1
Avas.s006.g205.i1;1
Avas.s006.g206.i1;1
Avas.s006.g207.i1;1
Avas.s006.g211.i1;1
Avas.s006.g212.i1;1
Avas.s006.g215.i1;1
Avas.s006.g217.i1;1
Avas.s006.g218.i1;1
Avas.s006.g219.i1;1
Avas.s006.g220.i1;1
Avas.s006.g221.i1;1
Avas.s006.g222.i1;1
Avas.s006.g225.i1;1
Avas.s006.g226.i1;1
Avas.s006.g227.i1;1
Avas.s006.g228.i1;1
Avas.s006.g229.i1;1
Avas.s006.g230.i1;1
Avas.s006.g231.i1;1
Avas.s006.g232.i1;1
Avas.s006.g234.i1;1
Avas.s006.g235.i1;1
Avas.s006.g236.i1;1
Avas.s006.g237.i1;1
Avas.s006.g239.i1;1
Avas.s006.g240.i1;1
Avas.s006.g241.i1;1
Avas.s006.g245.i1;1
Avas.s006.g246.i2;1
Avas.s006.g246.i1;1
Avas.s006.g248.i1;1
Avas.s006.g251.i1;1
Avas.s006.g251.i2;1
Avas.s006.g253.i1;1
Avas.s006.g254.i2;1
Avas.s006.g254.i1;1
Avas.s006.g256.i1;1
Avas.s006.g257.i1;1
Avas.s006.g259.i1;1
Avas.s006.g261.i1;1
Avas.s006.g263.i1;1
Avas.s006.g269.i1;1
Avas.s006.g270.i1;1
Avas.s006.g274.i1;1
Avas.s006.g276.i1;1
Avas.s006.g278.i1;1
Avas.s006.g283.i1;1
Avas.s006.g284.i1;1
Avas.s006.g292.i1;1
Avas.s006.g299.i1;1
Avas.s006.g300.i1;1
Avas.s006.g302.i1;1
Avas.s006.g303.i1;1
Avas.s006.g305.i1;1
Avas.s006.g307.i1;1
Avas.s006.g308.i1;1
Avas.s006.g309.i1;1
Avas.s006.g311.i1;1
Avas.s006.g312.i1;1
Avas.s006.g315.i1;1
Avas.s006.g316.i1;1
Avas.s006.g317.i1;1
Avas.s006.g319.i1;1
Avas.s006.g322.i1;1
Avas.s006.g335.i1;1
Avas.s006.g336.i1;1
Avas.s006.g338.i1;1
Avas.s006.g346.i1;1
Avas.s006.g347.i1;1
Avas.s006.g349.i1;1
Avas.s006.g350.i1;1
Avas.s006.g354.i1;1
Avas.s006.g355.i1;1
Avas.s006.g356.i1;1
Avas.s006.g357.i1;1
Avas.s006.g360.i1;1
Avas.s006.g361.i1;1
Avas.s006.g368.i1;1
Avas.s006.g370.i1;1
Avas.s006.g372.i1;1
Avas.s006.g374.i1;1
Avas.s006.g376.i1;1
Avas.s006.g377.i1;1
Avas.s006.g379.i1;1
Avas.s006.g381.i1;1
Avas.s006.g382.i1;1
Avas.s006.g384.i1;1
Avas.s006.g385.i1;1
Avas.s006.g386.i1;1
Avas.s006.g387.i1;1
Avas.s006.g388.i1;1
Avas.s006.g389.i1;1
Avas.s006.g390.i1;1
Avas.s006.g391.i1;1
Avas.s006.g392.i1;1
Avas.s006.g393.i1;1
Avas.s006.g398.i1;1
Avas.s006.g400.i1;1
Avas.s006.g402.i1;1
Avas.s006.g403.i1;1
Avas.s006.g408.i1;1
Avas.s006.g410.i1;1
Avas.s006.g412.i1;1
Avas.s006.g411.i2;1
Avas.s006.g411.i1;1
Avas.s006.g413.i1;1
Avas.s006.g414.i1;1
Avas.s006.g417.i1;1
Avas.s006.g421.i1;1
Avas.s006.g422.i1;1
Avas.s006.g423.i1;1
Avas.s006.g424.i1;1
Avas.s006.g425.i1;1
Avas.s006.g428.i1;1
Avas.s006.g432.i1;1
Avas.s006.g433.i1;1
Avas.s006.g434.i1;1
Avas.s006.g435.i1;1
Avas.s006.g437.i1;1
Avas.s006.g438.i1;1
Avas.s006.g440.i1;1
Avas.s006.g441.i1;1
Avas.s006.g442.i1;1
Avas.s006.g443.i1;1
Avas.s006.g444.i1;1
Avas.s006.g445.i1;1
Avas.s006.g448.i1;1
Avas.s006.g453.i1;1
Avas.s006.g457.i1;1
Avas.s006.g458.i1;1
Avas.s006.g460.i1;1
Avas.s006.g459.i1;1
Avas.s006.g461.i1;1
Avas.s006.g462.i1;1
Avas.s006.g465.i1;1
Avas.s006.g466.i1;1
Avas.s006.g467.i1;1
Avas.s006.g471.i1;1
Avas.s006.g472.i1;1
Avas.s006.g473.i1;1
Avas.s006.g475.i1;1
Avas.s006.g477.i1;1
Avas.s006.g478.i1;1
Avas.s006.g479.i1;1
Avas.s006.g1118.i1;1
Avas.s006.g480.i1;1
Avas.s006.g482.i1;1
Avas.s006.g484.i1;1
Avas.s006.g485.i1;1
Avas.s006.g493.i1;1
Avas.s006.g493.i2;1
Avas.s006.g494.i1;1
Avas.s006.g498.i1;1
Avas.s006.g499.i1;1
Avas.s006.g498.i2;1
Avas.s006.g503.i1;1
Avas.s006.g505.i1;1
Avas.s006.g506.i1;1
Avas.s006.g507.i1;1
Avas.s006.g509.i1;1
Avas.s006.g510.i1;1
Avas.s006.g511.i1;1
Avas.s006.g516.i1;1
Avas.s006.g516.i2;1
Avas.s006.g516.i3;1
Avas.s006.g521.i1;1
Avas.s006.g522.i1;1
Avas.s006.g523.i1;1
Avas.s006.g528.i1;1
Avas.s006.g530.i1;1
Avas.s006.g531.i1;1
Avas.s006.g533.i1;1
Avas.s006.g534.i1;1
Avas.s006.g539.i1;1
Avas.s006.g540.i1;1
Avas.s006.g542.i1;1
Avas.s006.g546.i1;1
Avas.s006.g547.i1;1
Avas.s006.g548.i1;1
Avas.s006.g549.i1;1
Avas.s006.g552.i1;1
Avas.s006.g553.i1;1
Avas.s006.g556.i1;1
Avas.s006.g565.i1;1
Avas.s006.g567.i1;1
