s1	Aphrocallistes_vastus_HiC-scaffold_022	22	1744046	0.021714	73090747	0.909994	-
g	Avas.s022.g176.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16207.mRNA.1	JAKMXF010000133.1	71954537.0	23659489.5	548.0
g	Avas.s022.g177.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16206.mRNA.1	JAKMXF010000133.1	71956234.5	23657892.0	579.0
g	Avas.s022.g178.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16204.mRNA.1	JAKMXF010000133.1	71960034.5	23653351.0	784.0
g	Avas.s022.g179.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16203.mRNA.1	JAKMXF010000133.1	71969111.5	23648226.0	1012.0
g	Avas.s022.g180.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16202.mRNA.1	JAKMXF010000133.1	71970749.5	23644295.0	521.0
g	Avas.s022.g181.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16201.mRNA.1	JAKMXF010000133.1	71974342.0	23641550.0	415.0
g	Avas.s022.g182.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16200.mRNA.1	JAKMXF010000133.1	71981042.0	23639816.0	532.0
g	Avas.s022.g182.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16200.mRNA.1	JAKMXF010000133.1	71981043.5	23639816.0	532.0
g	Avas.s022.g183.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16201.mRNA.1	JAKMXF010000133.1	71976668.5	23641550.0	385.0
g	Avas.s022.g184.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16199.mRNA.1	JAKMXF010000133.1	71985489.0	23637521.0	850.0
g	Avas.s022.g185.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16198.mRNA.1	JAKMXF010000133.1	71987921.0	23635278.0	790.0
g	Avas.s022.g186.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16197.mRNA.1	JAKMXF010000133.1	71989598.0	23633743.5	516.0
g	Avas.s022.g187.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16196.mRNA.1	JAKMXF010000133.1	71992094.0	23631517.0	1042.0
g	Avas.s022.g188.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16195.mRNA.1	JAKMXF010000133.1	71994604.0	23628609.5	862.0
g	Avas.s022.g189.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16061.mRNA.1	JAKMXF010000133.1	71996382.5	23322301.0	184.0
g	Avas.s022.g190.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16062.mRNA.1	JAKMXF010000133.1	71999578.0	23323747.5	592.0
g	Avas.s022.g191.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16063.mRNA.1	JAKMXF010000133.1	72002210.0	23326029.0	1133.0
g	Avas.s022.g192.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16064.mRNA.1	JAKMXF010000133.1	72005086.0	23328284.0	488.0
g	Avas.s022.g193.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16065.mRNA.1	JAKMXF010000133.1	72008445.5	23330888.5	543.0
g	Avas.s022.g194.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16066.mRNA.1	JAKMXF010000133.1	72010457.0	23332801.5	277.0
g	Avas.s022.g195.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16067.mRNA.1	JAKMXF010000133.1	72012137.5	23334146.0	477.0
g	Avas.s022.g196.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16068.mRNA.1	JAKMXF010000133.1	72013515.0	23335597.5	374.0
g	Avas.s022.g197.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16069.mRNA.1	JAKMXF010000133.1	72015628.5	23336942.0	152.0
g	Avas.s022.g198.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16074.mRNA.1	JAKMXF010000133.1	72021340.0	23346140.0	1521.0
g	Avas.s022.g199.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16075.mRNA.1	JAKMXF010000133.1	72026212.5	23350583.5	408.0
g	Avas.s022.g200.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16076.mRNA.1	JAKMXF010000133.1	72029885.5	23352726.0	472.0
g	Avas.s022.g201.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16077.mRNA.1	JAKMXF010000133.1	72033674.0	23355919.0	347.0
g	Avas.s022.g202.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16078.mRNA.1	JAKMXF010000133.1	72035790.5	23358070.0	344.0
g	Avas.s022.g202.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16078.mRNA.1	JAKMXF010000133.1	72035817.5	23358070.0	330.0
g	Avas.s022.g203.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16079.mRNA.1	JAKMXF010000133.1	72037627.5	23360164.5	497.0
g	Avas.s022.g204.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16080.mRNA.1	JAKMXF010000133.1	72040665.0	23362069.0	629.0
g	Avas.s022.g205.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16081.mRNA.1	JAKMXF010000133.1	72046808.0	23365884.5	1957.0
g	Avas.s022.g206.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16082.mRNA.1	JAKMXF010000133.1	72050323.0	23368955.0	186.0
g	Avas.s022.g207.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16085.mRNA.1	JAKMXF010000133.1	72052199.5	23372507.0	377.0
g	Avas.s022.g208.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16085.mRNA.1	JAKMXF010000133.1	72053529.5	23372507.0	114.0
g	Avas.s022.g209.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16086.mRNA.1	JAKMXF010000133.1	72055980.5	23375175.0	806.0
g	Avas.s022.g210.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16087.mRNA.1	JAKMXF010000133.1	72058677.5	23377524.5	341.0
g	Avas.s022.g211.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16088.mRNA.1	JAKMXF010000133.1	72061545.0	23379423.5	907.0
g	Avas.s022.g212.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16089.mRNA.1	JAKMXF010000133.1	72063548.5	23381502.0	703.0
g	Avas.s022.g213.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15004.mRNA.1	JAKMXF010000066.1	72065733.5	7726132.0	195.0
g	Avas.s022.g214.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16090.mRNA.1	JAKMXF010000133.1	72067186.5	23383371.0	545.0
g	Avas.s022.g215.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16091.mRNA.1	JAKMXF010000133.1	72068826.5	23384724.5	345.0
g	Avas.s022.g216.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16092.mRNA.1	JAKMXF010000133.1	72071014.5	23386267.0	593.0
g	Avas.s022.g217.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16093.mRNA.1	JAKMXF010000133.1	72073585.0	23387952.0	631.0
g	Avas.s022.g218.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16094.mRNA.1	JAKMXF010000133.1	72074657.0	23389100.0	91.7
g	Avas.s022.g219.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16095.mRNA.1	JAKMXF010000133.1	72076049.5	23390322.0	514.0
g	Avas.s022.g220.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16096.mRNA.1	JAKMXF010000133.1	72077635.5	23391751.5	410.0
g	Avas.s022.g221.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16097.mRNA.1	JAKMXF010000133.1	72079057.0	23392979.0	737.0
g	Avas.s022.g222.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16098.mRNA.1	JAKMXF010000133.1	72079792.5	23394361.0	478.0
g	Avas.s022.g223.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16099.mRNA.1	JAKMXF010000133.1	72085977.5	23395636.5	352.0
g	Avas.s022.g224.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16100.mRNA.1	JAKMXF010000133.1	72087218.5	23396740.0	198.0
g	Avas.s022.g225.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16101.mRNA.1	JAKMXF010000133.1	72087912.0	23397446.5	102.0
g	Avas.s022.g226.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16102.mRNA.1	JAKMXF010000133.1	72088792.5	23398176.0	265.0
g	Avas.s022.g227.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16103.mRNA.1	JAKMXF010000133.1	72090600.5	23399614.5	699.0
g	Avas.s022.g228.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16109.mRNA.1	JAKMXF010000133.1	72095967.5	23414744.5	1165.0
g	Avas.s022.g229.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16104.mRNA.1	JAKMXF010000133.1	72101782.0	23403030.5	836.0
g	Avas.s022.g229.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16104.mRNA.1	JAKMXF010000133.1	72101782.0	23403030.5	846.0
g	Avas.s022.g230.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16105.mRNA.1	JAKMXF010000133.1	72104944.0	23405261.0	171.0
g	Avas.s022.g231.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16106.mRNA.1	JAKMXF010000133.1	72106798.5	23407325.5	671.0
g	Avas.s022.g232.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16107.mRNA.1	JAKMXF010000133.1	72109365.5	23409495.0	352.0
g	Avas.s022.g233.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16108.mRNA.1	JAKMXF010000133.1	72111470.5	23410824.5	82.8
g	Avas.s022.g234.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16112.mRNA.1	JAKMXF010000133.1	72116682.5	23422638.0	966.0
g	Avas.s022.g235.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16111.mRNA.1	JAKMXF010000133.1	72115564.0	23420754.0	532.0
g	Avas.s022.g236.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16113.mRNA.1	JAKMXF010000133.1	72120881.5	23423910.5	276.0
g	Avas.s022.g237.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16114.mRNA.1	JAKMXF010000133.1	72121679.0	23424704.0	388.0
g	Avas.s022.g238.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16115.mRNA.1	JAKMXF010000133.1	72124164.5	23425945.0	317.0
g	Avas.s022.g239.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16116.mRNA.1	JAKMXF010000133.1	72125445.5	23427448.5	499.0
g	Avas.s022.g240.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16117.mRNA.1	JAKMXF010000133.1	72127723.0	23429733.5	493.0
g	Avas.s022.g241.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16118.mRNA.1	JAKMXF010000133.1	72129626.5	23431516.0	406.0
g	Avas.s022.g242.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16119.mRNA.1	JAKMXF010000133.1	72132523.0	23434483.0	180.0
g	Avas.s022.g243.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16120.mRNA.1	JAKMXF010000133.1	72138841.5	23436305.5	267.0
g	Avas.s022.g244.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16121.mRNA.1	JAKMXF010000133.1	72137952.5	23438913.0	1048.0
g	Avas.s022.g245.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16123.mRNA.1	JAKMXF010000133.1	72145526.5	23444620.5	450.0
g	Avas.s022.g246.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_646.mRNA.1	JAKMXF010000222.1	72147398.0	1995323.0	73.2
g	Avas.s022.g247.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16125.mRNA.1	JAKMXF010000133.1	72149989.0	23446906.0	142.0
g	Avas.s022.g248.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16125.mRNA.1	JAKMXF010000133.1	72150632.0	23446906.0	218.0
g	Avas.s022.g249.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16126.mRNA.1	JAKMXF010000133.1	72153219.5	23448902.0	367.0
g	Avas.s022.g250.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16127.mRNA.1	JAKMXF010000133.1	72156081.0	23451270.0	220.0
g	Avas.s022.g251.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16128.mRNA.1	JAKMXF010000133.1	72158442.5	23453085.5	275.0
g	Avas.s022.g252.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72160638.5	0	0
g	Avas.s022.g253.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15253.mRNA.1	JAKMXF010000088.1	72162970.5	19937149.0	272.0
g	Avas.s022.g253.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72162192.0	0	0
g	Avas.s022.g254.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15253.mRNA.1	JAKMXF010000088.1	72166448.5	19937149.0	268.0
g	Avas.s022.g255.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16131.mRNA.1	JAKMXF010000133.1	72168863.5	23461080.0	92.0
g	Avas.s022.g256.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16132.mRNA.1	JAKMXF010000133.1	72170721.5	23462749.5	519.0
g	Avas.s022.g257.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16133.mRNA.1	JAKMXF010000133.1	72172846.0	23464511.5	608.0
g	Avas.s022.g258.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16134.mRNA.1	JAKMXF010000133.1	72174386.5	23465923.5	439.0
g	Avas.s022.g259.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16135.mRNA.1	JAKMXF010000133.1	72177498.0	23468595.0	786.0
g	Avas.s022.g259.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16135.mRNA.1	JAKMXF010000133.1	72177498.0	23468595.0	795.0
g	Avas.s022.g260.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16136.mRNA.1	JAKMXF010000133.1	72182336.5	23472119.0	145.0
g	Avas.s022.g261.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16136.mRNA.1	JAKMXF010000133.1	72182310.0	23472119.0	496.0
g	Avas.s022.g262.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16138.mRNA.1	JAKMXF010000133.1	72184739.5	23474706.5	222.0
g	Avas.s022.g263.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16139.mRNA.1	JAKMXF010000133.1	72186296.0	23475905.5	526.0
g	Avas.s022.g264.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16141.mRNA.1	JAKMXF010000133.1	72188772.0	23478347.0	790.0
g	Avas.s022.g265.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16143.mRNA.1	JAKMXF010000133.1	72191062.0	23480456.5	213.0
g	Avas.s022.g266.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16144.mRNA.1	JAKMXF010000133.1	72192085.0	23481502.5	375.0
g	Avas.s022.g267.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16145.mRNA.1	JAKMXF010000133.1	72194430.0	23482868.5	407.0
g	Avas.s022.g268.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16145.mRNA.1	JAKMXF010000133.1	72196013.0	23482868.5	427.0
g	Avas.s022.g269.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16146.mRNA.1	JAKMXF010000133.1	72197843.5	23484349.5	700.0
g	Avas.s022.g270.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16147.mRNA.1	JAKMXF010000133.1	72200457.5	23486672.5	1033.0
g	Avas.s022.g271.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16148.mRNA.1	JAKMXF010000133.1	72205148.0	23489941.0	798.0
g	Avas.s022.g272.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16149.mRNA.1	JAKMXF010000133.1	72208808.5	23492703.5	614.0
g	Avas.s022.g273.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16150.mRNA.1	JAKMXF010000133.1	72211506.0	23494807.0	1004.0
g	Avas.s022.g274.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16153.mRNA.1	JAKMXF010000133.1	72218096.5	23502057.5	380.0
g	Avas.s022.g275.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16152.mRNA.1	JAKMXF010000133.1	72216691.5	23499464.5	1009.0
g	Avas.s022.g276.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72218499.0	0	0
g	Avas.s022.g277.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_53.mRNA.1	JAKMXF010000111.1	72225216.0	207260.0	142.0
g	Avas.s022.g278.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16155.mRNA.1	JAKMXF010000133.1	72226973.5	23506116.0	306.0
g	Avas.s022.g279.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16156.mRNA.1	JAKMXF010000133.1	72228091.5	23507269.5	520.0
g	Avas.s022.g280.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72228973.0	0	0
g	Avas.s022.g281.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16157.mRNA.1	JAKMXF010000133.1	72232790.0	23512036.0	2046.0
g	Avas.s022.g282.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16158.mRNA.1	JAKMXF010000133.1	72237101.0	23515356.0	244.0
g	Avas.s022.g283.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16159.mRNA.1	JAKMXF010000133.1	72238467.0	23516830.0	399.0
g	Avas.s022.g283.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16159.mRNA.1	JAKMXF010000133.1	72238450.5	23516830.0	261.0
g	Avas.s022.g284.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16162.mRNA.1	JAKMXF010000133.1	72240710.0	23519910.0	216.0
g	Avas.s022.g285.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16161.mRNA.1	JAKMXF010000133.1	72240758.0	23519040.5	392.0
g	Avas.s022.g286.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16163.mRNA.1	JAKMXF010000133.1	72245738.0	23521957.0	379.0
g	Avas.s022.g287.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16163.mRNA.1	JAKMXF010000133.1	72247568.0	23521957.0	916.0
g	Avas.s022.g288.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16164.mRNA.1	JAKMXF010000133.1	72250202.0	23524286.0	420.0
g	Avas.s022.g289.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_7181.mRNA.1	JAKMXF010000299.1	72253128.5	3763534.5	436.0
g	Avas.s022.g290.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16165.mRNA.1	JAKMXF010000133.1	72256731.5	23527403.5	1143.0
g	Avas.s022.g291.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72259781.0	0	0
g	Avas.s022.g292.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16167.mRNA.1	JAKMXF010000133.1	72262306.5	23532304.5	1328.0
g	Avas.s022.g293.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16169.mRNA.1	JAKMXF010000133.1	72269468.0	23537556.0	659.0
g	Avas.s022.g294.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16169.mRNA.1	JAKMXF010000133.1	72268988.5	23537556.0	793.0
g	Avas.s022.g295.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16168.mRNA.1	JAKMXF010000133.1	72264323.5	23534442.0	151.0
g	Avas.s022.g296.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72274096.0	0	0
g	Avas.s022.g297.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72275764.0	0	0
g	Avas.s022.g298.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72277610.0	0	0
g	Avas.s022.g299.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72278648.5	0	0
g	Avas.s022.g300.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72279892.0	0	0
g	Avas.s022.g301.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72281026.5	0	0
g	Avas.s022.g302.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72282365.0	0	0
g	Avas.s022.g303.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16189.mRNA.1	JAKMXF010000133.1	72283273.0	23602978.0	43.5
g	Avas.s022.g304.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72284637.5	0	0
g	Avas.s022.g304.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72284705.0	0	0
g	Avas.s022.g305.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72285762.5	0	0
g	Avas.s022.g306.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72287187.0	0	0
g	Avas.s022.g307.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16172.mRNA.1	JAKMXF010000133.1	72289669.5	23543324.0	500.0
g	Avas.s022.g308.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72291294.5	0	0
g	Avas.s022.g309.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16173.mRNA.1	JAKMXF010000133.1	72294287.5	23547071.5	371.0
g	Avas.s022.g310.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72297615.5	0	0
g	Avas.s022.g311.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16174.mRNA.1	JAKMXF010000133.1	72303454.0	23552651.5	781.0
g	Avas.s022.g312.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16175.mRNA.1	JAKMXF010000133.1	72308567.5	23555757.5	237.0
g	Avas.s022.g313.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16176.mRNA.1	JAKMXF010000133.1	72310451.5	23558087.5	407.0
g	Avas.s022.g314.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16177.mRNA.1	JAKMXF010000133.1	72313485.5	23560034.0	196.0
g	Avas.s022.g315.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16178.mRNA.1	JAKMXF010000133.1	72316572.5	23561443.0	248.0
g	Avas.s022.g316.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16179.mRNA.1	JAKMXF010000133.1	72317766.5	23562380.5	85.1
g	Avas.s022.g317.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16180.mRNA.1	JAKMXF010000133.1	72319838.5	23564872.0	1447.0
g	Avas.s022.g318.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16181.mRNA.1	JAKMXF010000133.1	72322662.0	23567468.0	674.0
g	Avas.s022.g319.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16182.mRNA.1	JAKMXF010000133.1	72324890.5	23569279.0	491.0
g	Avas.s022.g320.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16183.mRNA.1	JAKMXF010000133.1	72327203.5	23571682.0	349.0
g	Avas.s022.g321.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16184.mRNA.1	JAKMXF010000133.1	72329249.0	23573676.0	335.0
g	Avas.s022.g322.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16185.mRNA.1	JAKMXF010000133.1	72333143.5	23577943.0	224.0
g	Avas.s022.g323.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16187.mRNA.1	JAKMXF010000133.1	72346382.5	23594586.0	1152.0
g	Avas.s022.g324.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16186.mRNA.1	JAKMXF010000133.1	72346984.5	23586539.5	614.0
g	Avas.s022.g325.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16188.mRNA.1	JAKMXF010000133.1	72360836.5	23599342.0	918.0
g	Avas.s022.g326.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11761.mRNA.1	JAKMXF010000321.1	72365503.5	10001658.5	239.0
g	Avas.s022.g327.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72367483.0	0	0
g	Avas.s022.g328.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72370990.0	0	0
g	Avas.s022.g329.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16189.mRNA.1	JAKMXF010000133.1	72374364.0	23602978.0	211.0
g	Avas.s022.g330.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16190.mRNA.1	JAKMXF010000133.1	72377334.5	23605629.0	261.0
g	Avas.s022.g331.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72379465.5	0	0
g	Avas.s022.g332.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72381616.5	0	0
g	Avas.s022.g333.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16191.mRNA.1	JAKMXF010000133.1	72385535.0	23608504.0	505.0
g	Avas.s022.g333.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16191.mRNA.1	JAKMXF010000133.1	72385670.0	23608504.0	505.0
g	Avas.s022.g334.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16192.mRNA.1	JAKMXF010000133.1	72388473.5	23611734.0	915.0
g	Avas.s022.g335.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16193.mRNA.1	JAKMXF010000133.1	72391329.5	23613888.5	452.0
g	Avas.s022.g336.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16194.mRNA.1	JAKMXF010000133.1	72399807.5	23621027.5	2218.0
g	Avas.s022.g337.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3324.mRNA.1	JAKMXF010000255.1	72410461.0	31760788.0	209.0
g	Avas.s022.g338.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72415942.0	0	0
g	Avas.s022.g339.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3512.mRNA.1	JAKMXF010000266.1	72414080.0	32940870.5	167.0
g	Avas.s022.g340.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3512.mRNA.1	JAKMXF010000266.1	72417686.5	32940870.5	183.0
g	Avas.s022.g341.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72420094.5	0	0
g	Avas.s022.g342.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16060.mRNA.1	JAKMXF010000133.1	72423802.0	23319947.0	1462.0
g	Avas.s022.g343.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_7331.mRNA.1	JAKMXF010000299.1	72428224.0	4160232.0	402.0
g	Avas.s022.g344.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72430465.5	0	0
g	Avas.s022.g345.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72431667.5	0	0
